# Linear Regression Analysis Results
# Model: avg_duration_us = 0.000018 * tuple_product + 0.979606
# R-squared: 0.9976
# p-value: 0.00e+00
# RMSE: 0.210719
# Sample size: 256
#
tuple_product,avg_duration_us_actual,avg_duration_us_predicted,residuals,abs_residuals
1048576,19.400335,19.687821264655977,-0.2874862646559784,0.2874862646559784
921600,18.255723,17.422373360759085,0.8333496392409145,0.8333496392409145
983040,18.251777,18.518557830386612,-0.2667808303866117,0.2667808303866117
983040,18.250786,18.518557830386612,-0.2677718303866108,0.2677718303866108
917504,17.169286,17.349294396117248,-0.18000839611724828,0.18000839611724828
917504,17.104705,17.349294396117248,-0.24458939611724873,0.24458939611724873
860160,16.112848,16.326188891131554,-0.21334089113155486,0.21334089113155486
860160,16.103696,16.326188891131554,-0.22249289113155513,0.22249289113155513
851968,15.968652,16.180030961847887,-0.21137896184788652,0.21137896184788652
798720,15.966518,15.230004421504027,0.7365135784959733,0.7365135784959733
851968,15.956272,16.180030961847887,-0.2237589618478868,0.2237589618478868
798720,15.924388,15.230004421504027,0.6943835784959731,0.6943835784959731
802816,15.108098,15.303083386145861,-0.19498538614586103,0.19498538614586103
786432,14.791259,15.010767527578523,-0.21950852757852246,0.21950852757852246
786432,14.775429,15.010767527578523,-0.2353385275785218,0.2353385275785218
745472,14.119353,14.279977881160168,-0.16062488116016738,0.16062488116016738
745472,14.095201,14.279977881160168,-0.18477688116016822,0.18477688116016822
692224,14.054585,13.329951340816312,0.7246336591836879,0.7246336591836879
737280,13.943576,14.1338199518765,-0.1902439518765,0.1902439518765
737280,13.937692,14.1338199518765,-0.1961279518765,0.1961279518765
675840,13.665625,13.03763548224897,0.6279895177510308,0.6279895177510308
720896,13.659143,13.841504093309158,-0.18236109330915795,0.18236109330915795
720896,13.654852,13.841504093309158,-0.18665209330915822,0.18665209330915822
675840,13.643442,13.03763548224897,0.6058065177510308,0.6058065177510308
688128,13.102853,13.256872376174474,-0.1540193761744746,0.1540193761744746
688128,13.079786,13.256872376174474,-0.17708637617447387,0.17708637617447387
655360,12.512969,12.672240659039794,-0.1592716590397938,0.1592716590397938
655360,12.449629,12.672240659039794,-0.22261165903979396,0.22261165903979396
638976,12.229125,12.379924800472452,-0.150799800472452,0.150799800472452
638976,12.187442,12.379924800472452,-0.19248280047245103,0.19248280047245103
630784,12.12042,12.23376687118878,-0.1133468711887815,0.1133468711887815
585728,12.119795,11.429898260128596,0.6898967398714042,0.6898967398714042
630784,12.080036,12.23376687118878,-0.15373087118878104,0.15373087118878104
585728,12.075348,11.429898260128596,0.6454497398714043,0.6454497398714043
614400,11.807201,11.941451012621442,-0.1342500126214432,0.1342500126214432
614400,11.806781,11.941451012621442,-0.13467001262144151,0.13467001262144151
589824,11.346237,11.50297722477043,-0.15674022477042904,0.15674022477042904
552960,11.331071,10.845266542993912,0.485804457006088,0.485804457006088
589824,11.307005,11.50297722477043,-0.1959722247704292,0.1959722247704292
589824,11.306804,11.50297722477043,-0.19617322477042975,0.19617322477042975
552960,11.306451,10.845266542993912,0.46118445700608746,0.46118445700608746
573440,11.120237,11.210661366203087,-0.09042436620308791,0.09042436620308791
573440,11.105,11.210661366203087,-0.10566136620308697,0.10566136620308697
540672,10.480719,10.626029649068407,-0.1453106490684064,0.1453106490684064
495616,10.460214,9.822161038008218,0.6380529619917823,0.6380529619917823
540672,10.44,10.626029649068407,-0.18602964906840747,0.18602964906840747
532480,10.324567,10.479871719784736,-0.15530471978473592,0.15530471978473592
532480,10.301094,10.479871719784736,-0.1787777197847351,0.1787777197847351
524288,10.202857,10.333713790501065,-0.13085679050106513,0.13085679050106513
524288,10.191589,10.333713790501065,-0.14212479050106452,0.14212479050106452
516096,10.079406,10.187555861217394,-0.10814986121739345,0.10814986121739345
516096,10.072228,10.187555861217394,-0.11532786121739314,0.11532786121739314
479232,10.047987,9.52984517944088,0.5181418205591193,0.5181418205591193
479232,10.037424,9.52984517944088,0.5075788205591198,0.5075788205591198
491520,9.646505,9.749082073366385,-0.10257707336638511,0.10257707336638511
491520,9.632071,9.749082073366385,-0.11701107336638472,0.11701107336638472
491520,9.604353,9.749082073366385,-0.14472907336638485,0.14472907336638485
491520,9.566362,9.749082073366385,-0.18272007336638474,0.18272007336638474
430080,9.059446,8.652897603738854,0.4065483962611456,0.4065483962611456
458752,9.05358,9.1644503562317,-0.11087035623170038,0.11087035623170038
