operation_name,input_dim_0,input_dim_1,input_dim_2,size,computation_mean
relu,14,25,10,3500,1.1545716
relu,225912,1,1,225912,3.7035805
relu,2607,1,1,2607,0.9201516
relu,2557367,1,1,2557367,25.876875000000002
relu,8,2,579,9264,1.2534284999999998
relu,87,1,1,87,0.8409912
relu,11,2633,1,28963,1.4457593
relu,2,49,1,98,0.8495714
relu,28,30,1,840,0.9224286000000002
relu,21,2,2,84,0.8935714000000001
relu,1140,1,1,1140,0.905884
relu,529238,2,1,1058476,38.6314375
relu,149,107,1,15943,1.1618391
relu,314,1,1,314,0.8497233999999999
relu,4553047,1,1,4553047,43.7638393
relu,170393,6,1,1022358,15.1101429
relu,1109763,2,1,2219526,79.44999099999998
relu,716292,1,1,716292,8.489285599999999
relu,4240,2698,1,11439520,107.5345626
relu,276666,1,1,276666,4.3879643
relu,5,507836,1,2539180,39.0945981
relu,1804,1,1,1804,0.9028391000000001
relu,3,17,12,612,0.9505801000000001
relu,5,4,3,60,0.9262769000000001
relu,73,2,13,1898,1.0592769
relu,15325,1,1,15325,1.0877233
relu,773653,1,1,773653,9.118116099999998
relu,1,230743,1,230743,18.285847899999997
relu,3,3,2,18,0.8964375
relu,3,719,12,25884,1.3844284
relu,98355,1,1,98355,2.1884644
relu,6,1,1,6,0.8408391999999999
relu,2007363,1,1,2007363,21.7797233
relu,119,1,1,119,0.8414284999999999
relu,1,141686,1,141686,11.560428400000001
relu,831,42,95,3315690,35.84599089999999
relu,2,24,1,48,0.8482502999999999
relu,1215,1,1,1215,0.9027055
relu,8828647,1,1,8828647,82.03212499999998
relu,5,4,4,80,0.9281159000000001
relu,3,12,6,216,0.9432858000000002
relu,2924806,1,1,2924806,29.3968751
relu,1643201,1,1,1643201,18.0104287
relu,568,1,1,568,0.8973216999999998
relu,14,6,2,168,0.9641427000000002
relu,27,10,27,7290,1.4251068
relu,47,1,1,47,0.8414286000000001
relu,322,1,1,322,0.8494374999999998
relu,7338595,1,1,7338595,68.42734800000001
relu,12,93,85,94860,2.5933035999999996
relu,16,3,8,384,0.9234287000000002
relu,3,3,6,54,0.9371430000000001
relu,2081272,1,1,2081272,21.268026799999998
relu,646867,1,1,646867,8.8765802
relu,14,187,4,10472,1.1875803999999999
relu,203715,1,1,203715,3.4714286000000003
relu,19,811,1,15409,1.1949908
relu,4622984,1,1,4622984,44.4208839
relu,1,46129,1,46129,4.5216876
relu,7,7,1,49,0.8863038999999997
relu,321,20697,1,6643737,60.7937411
relu,24,52,245,305760,4.8528841
relu,3,138,13,5382,1.0532501
relu,66,1,1,66,0.8418483
relu,320336,1,1,320336,4.8942856
relu,32,5,9204,1472640,16.1157229
relu,1755,1,1,1755,0.9225534
relu,46462,1,1,46462,1.4759642999999998
relu,57688,1,1,57688,1.6750177000000002
relu,3,1,1,3,0.8405804
relu,1728324,1,1,1728324,18.903187600000003
relu,3,2,49,294,0.9142680999999999
relu,173148,1,1,173148,3.0768481999999997
relu,245855,6,1,1475130,21.3970001
relu,3,6,3,54,0.9607141
relu,3,2,2,12,0.8796965
relu,265,1,1,265,0.8500178999999999
relu,1160,1,1,1160,0.9121516
relu,1,6,1,6,0.8456964999999999
relu,16,12,1,192,0.9118573
relu,381,1,1,381,0.8497142999999999
relu,1161,14,1,16254,1.1307051
relu,3,9,20,540,0.9832856000000001
relu,12,5,9,540,1.0354464
relu,1403778,1,1,1403778,15.533866100000001
relu,44,18,1,792,0.9253302999999999
relu,4,11,2,88,0.9175626000000001
relu,689899,1,1,689899,9.4440092
relu,3,34,87,8874,1.1102589000000003
relu,3,9,1,27,0.8498838999999998
relu,4,3,5,60,0.9479823000000002
relu,137,92258,1,12639346,118.47686600000002
relu,12767,1,1,12767,1.053866
relu,3,4,705,8460,1.1095357
relu,1,3163,1,3163,1.1708929000000001
relu,3,836180,1,2508540,61.920875
relu,7,3595,6,150990,3.0941518999999995
relu,676242,1,1,676242,9.281856899999998
relu,6,5,11,330,0.9549732000000001
relu,25,8,74,14800,1.2237319
relu,2023,1,1,2023,0.9059998
relu,194,1,1,194,0.8515892999999999
relu,418,11614,1,4854652,48.9837141
relu,2816786,1,1,2816786,28.4344286
relu,31,2,4,248,0.9072589999999998
relu,64,6,1512,580608,8.1198303
relu,32,15,140,67200,2.4638660999999997
relu,1,1145,1,1145,0.9899910999999999
relu,54,5,6,1620,0.9493927
relu,62,167,1,10354,1.0871518999999998
relu,3,2,5,30,0.9018927999999999
relu,7,11,80052,6164004,65.30441970000001
relu,495787,1,1,495787,7.041705400000001
relu,31,1,1,31,0.8417318999999999
