Operation_Type,Operation,Input_Shapes,Predicted_Latency_us,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(113, 35), (35, 46)]",1.242038,matmul_linear_1,1.1777056,5.462519665356102
matmul,linear,"[(126, 63), (63, 67)]",1.3000399999999999,matmul_linear_2,1.2362503,5.15993403601195
matmul,linear,"[(60, 126), (126, 49)]",1.250324,matmul_linear_3,1.1328661000000002,10.368206798667536
matmul,linear,"[(45, 126), (126, 118)]",1.239276,matmul_linear_4,1.1419907999999999,8.518912761819115
matmul,linear,"[(101, 107), (107, 43)]",1.233752,matmul_linear_5,1.1675983,5.665792764514976
matmul,linear,"[(86, 35), (35, 36)]",1.214418,matmul_linear_6,1.1760264999999999,3.264509770825754
matmul,linear,"[(43, 61), (61, 59)]",1.233752,matmul_linear_7,1.1281605000000001,9.359616827570175
matmul,linear,"[(96, 35), (35, 109)]",1.3801379999999999,matmul_linear_8,1.2554018,9.935958352138721
matmul,linear,"[(103, 123), (123, 57)]",1.2724199999999999,matmul_linear_9,1.1462854999999998,11.003759534601114
matmul,linear,"[(115, 101), (101, 121)]",1.432616,matmul_linear_10,1.4393122999999999,-0.4652430191835357
matmul,linear,"[(85, 89), (89, 60)]",1.280706,matmul_linear_11,1.1844374000000002,8.127791304124615
matmul,linear,"[(107, 32), (32, 67)]",1.3000399999999999,matmul_linear_12,1.2122768000000002,7.239534733321607
matmul,linear,"[(52, 86), (86, 121)]",1.25861,matmul_linear_13,1.1272856999999998,11.649602225948593
matmul,linear,"[(75, 51), (51, 67)]",1.3000399999999999,matmul_linear_14,1.2174466000000002,6.7841497113713
matmul,linear,"[(59, 45), (45, 75)]",1.277944,matmul_linear_15,1.1988395,6.5984228914712855
matmul,linear,"[(43, 44), (44, 80)]",1.233752,matmul_linear_16,1.1331519,8.877900659214342
matmul,linear,"[(77, 109), (109, 76)]",1.324898,matmul_linear_17,1.1803038000000001,12.25059175442795
matmul,linear,"[(65, 125), (125, 37)]",1.21718,matmul_linear_18,1.0982769000000001,10.826331683749316
matmul,linear,"[(90, 47), (47, 100)]",1.363566,matmul_linear_19,1.2626874,7.9891982766281
matmul,linear,"[(80, 102), (102, 42)]",1.23099,matmul_linear_20,1.0738123000000002,14.637353287907008
matmul,linear,"[(69, 111), (111, 112)]",1.305564,matmul_linear_21,1.1772679,10.897782909055792
matmul,linear,"[(78, 56), (56, 105)]",1.330422,matmul_linear_22,1.2447142999999998,6.885732734009737
matmul,linear,"[(122, 37), (37, 40)]",1.225466,matmul_linear_23,1.2070178999999999,1.5284031827531372
matmul,linear,"[(116, 69), (69, 61)]",1.283468,matmul_linear_24,1.1150090000000001,15.108308542800991
matmul,linear,"[(42, 44), (44, 61)]",1.23099,matmul_linear_25,1.1621428000000003,5.924160094611416
matmul,linear,"[(80, 90), (90, 67)]",1.3000399999999999,matmul_linear_26,1.1691601999999999,11.194342742765278
matmul,linear,"[(113, 52), (52, 78)]",1.330422,matmul_linear_27,1.2365802999999997,7.588807617265152
matmul,linear,"[(79, 58), (58, 77)]",1.32766,matmul_linear_28,1.2291696,8.012759183110287
matmul,linear,"[(117, 121), (121, 66)]",1.297278,matmul_linear_29,1.1714285,10.743250655076256
matmul,linear,"[(119, 41), (41, 114)]",1.429854,matmul_linear_30,1.3041604,9.637894234482197
matmul,linear,"[(109, 53), (53, 113)]",1.4160439999999999,matmul_linear_31,1.2627053,12.143664875723571
matmul,linear,"[(100, 63), (63, 125)]",1.391186,matmul_linear_32,1.2967231,7.2847395099231385
matmul,linear,"[(52, 80), (80, 91)]",1.25861,matmul_linear_33,1.1401518,10.389686706629773
matmul,linear,"[(648, 780), (780, 521)]",13.758070000000002,matmul_linear_34,15.0935624,-8.84809274714363
matmul,linear,"[(128, 892), (892, 128)]",2.06527,matmul_linear_35,2.9617501,-30.268593558923158
matmul,linear,"[(250, 1024), (1024, 762)]",33.42409708,matmul_linear_36,9.3071696,259.1220372732866
matmul,linear,"[(1016, 523), (523, 632)]",13.362070000000001,matmul_linear_37,14.0203215,-4.694981495253148
matmul,linear,"[(651, 895), (895, 902)]",20.19415,matmul_linear_38,28.856,-30.01750069309676
matmul,linear,"[(504, 128), (128, 1014)]",2.79031,matmul_linear_39,5.1577232,-45.900353861564355
matmul,linear,"[(392, 903), (903, 393)]",9.69655,matmul_linear_40,7.734258800000001,25.37141891347105
matmul,linear,"[(256, 1024), (1024, 903)]",33.8804182,matmul_linear_41,11.2297056,201.70352996609276
matmul,linear,"[(645, 265), (265, 137)]",2.9983900000000006,matmul_linear_42,2.6375715000000004,13.679951425013506
matmul,linear,"[(652, 641), (641, 759)]",14.180710000000001,matmul_linear_43,15.3646874,-7.705834613986343
matmul,linear,"[(386, 644), (644, 139)]",4.09783,matmul_linear_44,4.1866787,-2.1221762252737424
matmul,linear,"[(388, 648), (648, 264)]",5.7696700000000005,matmul_linear_45,6.8624196,-15.923677998354973
matmul,linear,"[(504, 389), (389, 780)]",7.473190000000001,matmul_linear_46,7.639026800000001,-2.1709152794175313
matmul,linear,"[(135, 128), (128, 771)]",1.61023,matmul_linear_47,2.3832676999999998,-32.43604149042928
matmul,linear,"[(765, 518), (518, 501)]",9.03847,matmul_linear_48,9.3888572,-3.731947270430315
matmul,linear,"[(246, 376), (376, 1014)]",3.7954300000000005,matmul_linear_49,4.758562499999999,-20.239988441887625
matmul,linear,"[(1024, 890), (890, 380)]",35.69397102,matmul_linear_50,13.537848400000001,163.66059040814784
matmul,linear,"[(522, 770), (770, 640)]",12.170470000000002,matmul_linear_51,12.5864553,-3.305023456445272
matmul,linear,"[(1015, 254), (254, 507)]",4.8034300000000005,matmul_linear_52,7.0573126,-31.936839527272742
matmul,linear,"[(134, 500), (500, 518)]",3.37207,matmul_linear_53,3.5325713,-4.543469511853872
matmul,linear,"[(266, 245), (245, 128)]",1.2466300000000001,matmul_linear_54,1.8384106,-32.189794815151735
matmul,linear,"[(758, 1018), (1018, 508)]",13.912870000000002,matmul_linear_55,17.897151700000002,-22.262099393167684
matmul,linear,"[(395, 1024), (1024, 1019)]",38.789915640000004,matmul_linear_56,20.766026900000004,86.79507556642912
matmul,linear,"[(503, 895), (895, 265)]",7.301830000000001,matmul_linear_57,7.6502857,-4.554806364943988
matmul,linear,"[(897, 137), (137, 1024)]",33.86100028,matmul_linear_58,9.1491697,270.0991608014441
matmul,linear,"[(245, 759), (759, 907)]",6.34855,matmul_linear_59,9.0804373,-30.08541559997336
matmul,linear,"[(506, 1016), (1016, 517)]",11.136550000000002,matmul_linear_60,13.329000000000002,-16.448720834271143
matmul,linear,"[(889, 502), (502, 642)]",11.10199,matmul_linear_61,12.033741199999998,-7.74282232361784
matmul,linear,"[(1024, 128), (128, 245)]",30.29053024,matmul_linear_62,3.4544463999999997,776.8562812264217
matmul,linear,"[(505, 1018), (1018, 899)]",15.53719,matmul_linear_63,20.6411608,-24.727150035089114
matmul,linear,"[(885, 128), (128, 384)]",2.1484300000000003,matmul_linear_64,4.1472946,-48.19683173700754
matmul,linear,"[(642, 1016), (1016, 641)]",18.45751,matmul_linear_65,16.7701516,10.061676484785034
matmul,linear,"[(509, 139), (139, 501)]",3.32311,matmul_linear_66,3.7331786,-10.984435622769299
matmul,linear,"[(2004, 2573), (2573, 1047)]",120.93621257999999,matmul_linear_67,93.1835536,29.782786669771298
matmul,linear,"[(4096, 3031), (3031, 1492)]",290.58208428,matmul_linear_68,285.96456219999993,1.6147182869360701
matmul,linear,"[(4068, 1059), (1059, 1049)]",102.62996849999999,matmul_linear_69,105.026134,-2.281494527828673
matmul,linear,"[(4075, 3052), (3052, 2524)]",462.45009419999997,matmul_linear_70,504.0382589999999,-8.250993661177606
matmul,linear,"[(3097, 1026), (1026, 1052)]",86.72123073,matmul_linear_71,111.6951607,-22.359008047875076
matmul,linear,"[(3607, 2030), (2030, 3087)]",352.463759,matmul_linear_72,906.3002948,-61.10960561060163
matmul,linear,"[(1570, 1518), (1518, 3573)]",154.5182916,matmul_linear_73,165.78367870000002,-6.795232913359175
matmul,linear,"[(2525, 2055), (2055, 3615)]",304.6026316,matmul_linear_74,770.3161521,-60.457452336990926
matmul,linear,"[(2093, 2588), (2588, 1024)]",113.825613,matmul_linear_75,93.59511599999999,21.61490670090095
matmul,linear,"[(3033, 1549), (1549, 1041)]",110.53973685,matmul_linear_76,108.7781608,1.619420697173621
matmul,linear,"[(2013, 1532), (1532, 2005)]",122.42289708000001,matmul_linear_77,246.29700900000003,-50.2946066714111
matmul,linear,"[(2017, 3571), (3571, 2578)]",297.9479486,matmul_linear_78,487.2748571,-38.854233035287876
matmul,linear,"[(3104, 3603), (3603, 3022)]",520.48054812,matmul_linear_79,513.0929999,1.4398068618047395
matmul,linear,"[(2081, 2011), (2011, 1024)]",93.49019627999999,matmul_linear_80,101.00642840000002,-7.441340357303461
matmul,linear,"[(1068, 2033), (2033, 3040)]",129.39393036,matmul_linear_81,132.3883303,-2.2618307317680504
matmul,linear,"[(3047, 1572), (1572, 3576)]",279.50416092,matmul_linear_82,352.79932160000004,-20.775312250487058
matmul,linear,"[(3566, 2003), (2003, 3083)]",343.7095134,matmul_linear_83,367.79415180000007,-6.548401675809373
matmul,linear,"[(1054, 1024), (1024, 2544)]",72.33437244000001,matmul_linear_84,113.91001779999999,-36.49867339411475
