# Linear Regression Analysis Results
# Model: avg_duration_us = 0.000013 * dim_product + 13.012764
# R-squared: 0.9986
# p-value: 0.00e+00
# RMSE: 4.628619
# Sample size: 384
#
dim_product,avg_duration_us_actual,avg_duration_us_predicted,residuals,abs_residuals
131072,7.058553600000001,14.775666446682308,-7.717112846682308,7.717112846682308
262144,9.5741337,16.538568396901226,-6.964434696901225,6.964434696901225
393216,12.9848572,18.301470347120144,-5.316613147120144,5.316613147120144
524288,15.5032588,20.064372297339062,-4.561113497339063,4.561113497339063
655360,15.986018,21.82727424755798,-5.841256247557981,5.841256247557981
786432,18.2034288,23.5901761977769,-5.386747397776897,5.386747397776897
917504,20.6572678,25.353078147995816,-4.695810347995817,4.695810347995817
1048576,22.898008800000003,27.115980098214735,-4.2179712982147315,4.2179712982147315
262144,9.651017900000005,16.538568396901226,-6.887550496901222,6.887550496901222
524288,15.6310091,20.064372297339062,-4.433363197339062,4.433363197339062
786432,18.6919911,23.5901761977769,-4.898185097776899,4.898185097776899
1048576,23.1957053,27.115980098214735,-3.9202747982147343,3.9202747982147343
1310720,25.6896963,30.641783998652567,-4.952087698652566,4.952087698652566
1572864,29.800705500000003,34.16758789909041,-4.366882399090404,4.366882399090404
1835008,33.896705299999994,37.69339179952824,-3.796686499528249,3.796686499528249
2097152,37.92057140000001,41.21919569996608,-3.2986242999660718,3.2986242999660718
393216,13.358169800000002,18.301470347120144,-4.943300547120142,4.943300547120142
786432,18.9921607,23.5901761977769,-4.598015497776899,4.598015497776899
1179648,26.291151900000006,28.878882048433653,-2.5877301484336463,2.5877301484336463
1572864,29.627428400000003,34.16758789909041,-4.540159499090404,4.540159499090404
1966080,35.549991000000006,39.45629374974716,-3.906302749747155,3.906302749747155
2359296,41.5127142,44.744999600403915,-3.232285400403917,3.232285400403917
2752512,47.4645891,50.03370545106066,-2.5691163510606643,2.5691163510606643
3145728,53.33040179999999,55.322411301717416,-1.9920095017174262,1.9920095017174262
524288,15.6345982,20.064372297339062,-4.429774097339063,4.429774097339063
1048576,23.6956696,27.115980098214735,-3.420310498214736,3.420310498214736
1572864,30.4561875,34.16758789909041,-3.711400399090408,3.711400399090408
2097152,36.6643394,41.21919569996608,-4.554856299966076,4.554856299966076
2621440,44.5669911,48.270803500841744,-3.7038124008417412,3.7038124008417412
3145728,53.051125,55.322411301717416,-2.271286301717417,2.271286301717417
3670016,60.88901790000001,62.37401910259309,-1.4850012025930752,1.4850012025930752
4194304,68.6165537,69.42562690346875,-0.8090732034687562,0.8090732034687562
655360,17.7037142,21.82727424755798,-4.12356004755798,4.12356004755798
1310720,27.466866,30.641783998652567,-3.1749179986525675,3.1749179986525675
1966080,35.9716964,39.45629374974716,-3.484597349747162,3.484597349747162
2621440,45.9778749,48.270803500841744,-2.2929286008417407,2.2929286008417407
3276800,56.53245539999999,57.085313251936334,-0.552857851936345,0.552857851936345
3932160,64.3258482,65.89982300303092,-1.5739748030309215,1.5739748030309215
4587520,73.033268,74.71433275412551,-1.6810647541255008,1.6810647541255008
5242880,82.021241,83.5288425052201,-1.5076015052200944,1.5076015052200944
786432,19.910143,23.5901761977769,-3.680033197776897,3.680033197776897
1572864,30.240268200000003,34.16758789909041,-3.927319699090404,3.927319699090404
2359296,42.1989819,44.744999600403915,-2.5460177004039153,2.5460177004039153
3145728,54.308580500000005,55.322411301717416,-1.0138308017174111,1.0138308017174111
3932160,64.3425624,65.89982300303092,-1.5572606030309117,1.5572606030309117
4718592,75.6431693,76.47723470434443,-0.8340654043444289,0.8340654043444289
5505024,87.0187323,87.05464640565793,-0.03591410565793751,0.03591410565793751
6291456,98.9974463,97.63205810697144,1.3653881930285507,1.3653881930285507
