kernel_name,batch_size,seq_len,hidden_dim,dim_product,avg_duration_us,min_duration_us,max_duration_us,stddev_duration_us
"layer_norm_(12,512,512)",12,512,512,3145728,61.5375806,61.395715,61.798482,0.1441512906846296
"layer_norm_(12,512,1024)",12,512,1024,6291456,102.19224990000001,101.955803,102.427053,0.15140270323613902
"layer_norm_(12,512,1536)",12,512,1536,9437184,141.9592679,141.774196,142.54,0.2565768684609144
"layer_norm_(12,512,2048)",12,512,2048,12582912,184.1207678,183.842857,184.574286,0.197621130916262
"layer_norm_(12,512,2560)",12,512,2560,15728640,225.64258919999997,225.372857,226.18991,0.2484979660765393
"layer_norm_(12,512,3072)",12,512,3072,18874368,263.67344629999997,263.477143,264.008482,0.15250227175214723
"layer_norm_(12,512,3584)",12,512,3584,22020096,304.73158040000004,304.444375,305.138571,0.23625612615606326
"layer_norm_(12,512,4096)",12,512,4096,25165824,350.61172339999996,346.457232,385.704286,12.331032374104549
"layer_norm_(12,640,512)",12,640,512,3932160,73.2014286,73.082947,73.311429,0.07847372401171536
"layer_norm_(12,640,1024)",12,640,1024,7864320,123.7944107,123.649911,124.425715,0.2374176040056604
"layer_norm_(12,640,1536)",12,640,1536,11796480,181.09457120000002,180.77,181.637232,0.24732075790528607
"layer_norm_(12,640,2048)",12,640,2048,15728640,232.8722854,232.689911,233.374196,0.19699872325712034
"layer_norm_(12,640,2560)",12,640,2560,19660800,284.2812859,277.681339,342.285715,20.380890399350694
"layer_norm_(12,640,3072)",12,640,3072,23592960,334.38713390000004,334.068571,335.057233,0.2634427504809848
"layer_norm_(12,640,3584)",12,640,3584,27525120,375.0654375,374.78991,375.611518,0.21309000004392722
"layer_norm_(12,640,4096)",12,640,4096,31457280,428.0887231,427.864285,428.735804,0.25545539738037043
"layer_norm_(12,768,512)",12,768,512,4718592,86.63673229999999,86.545625,86.872857,0.10257175567057682
"layer_norm_(12,768,1024)",12,768,1024,9437184,146.19656259999996,146.037053,146.652857,0.19651780798990334
"layer_norm_(12,768,1536)",12,768,1536,14155776,214.5585447,214.30134,214.92,0.17937930588129203
"layer_norm_(12,768,2048)",12,768,2048,18874368,270.19686629999995,269.942947,270.775714,0.23800490028990712
"layer_norm_(12,768,2560)",12,768,2560,23592960,329.4067502,329.175804,329.934286,0.22939052444045044
"layer_norm_(12,768,3072)",12,768,3072,28311552,397.637125,397.402857,398.045715,0.22445964652223363
"layer_norm_(12,768,3584)",12,768,3584,33030144,459.4509912,459.188571,459.934285,0.20317771224597578
"layer_norm_(12,768,4096)",12,768,4096,37748736,510.97042869999996,510.781429,511.431518,0.19733557604133178
"layer_norm_(12,896,512)",12,896,512,5505024,101.14154449999998,100.971428,101.435625,0.14562834068976893
"layer_norm_(12,896,1024)",12,896,1024,11010048,169.31643749999998,169.04,169.861339,0.22074179573340966
"layer_norm_(12,896,1536)",12,896,1536,16515072,254.37858039999998,254.16866,254.861339,0.19900748747454974
"layer_norm_(12,896,2048)",12,896,2048,22020096,319.52541080000003,319.402857,319.962857,0.15983562023931666
"layer_norm_(12,896,2560)",12,896,2560,27525120,382.0975537,381.875625,383.0,0.3353607432979343
"layer_norm_(12,896,3072)",12,896,3072,33030144,461.7688481,461.554285,462.185714,0.17531264657142878
"layer_norm_(12,896,3584)",12,896,3584,38535168,519.9646696,519.754197,520.537054,0.22555733221078916
"layer_norm_(12,896,4096)",12,896,4096,44040192,592.0575357,591.845625,592.75009,0.2572610847943465
"layer_norm_(12,1024,512)",12,1024,512,6291456,113.80456269999999,113.635714,114.224286,0.16265489970217095
"layer_norm_(12,1024,1024)",12,1024,1024,12582912,191.34816089999998,191.148571,191.848483,0.18740845106548798
"layer_norm_(12,1024,1536)",12,1024,1536,18874368,270.6987052,270.504196,271.092857,0.16926984940738965
"layer_norm_(12,1024,2048)",12,1024,2048,25165824,354.1592768,353.887143,354.645714,0.21130063132461105
"layer_norm_(12,1024,2560)",12,1024,2560,31457280,432.41541050000006,432.215714,432.687232,0.12795214972468144
"layer_norm_(12,1024,3072)",12,1024,3072,37748736,542.6010266999999,542.374285,543.067054,0.21057875437736165
"layer_norm_(12,1024,3584)",12,1024,3584,44040192,591.4868571000001,591.247143,591.865714,0.17112940135493182
"layer_norm_(12,1024,4096)",12,1024,4096,50331648,675.3767052,675.154285,675.947232,0.22172921546277186
