shape_idx ,dim_0 ,dim_1  ,size     ,actual_latency       ,predicted_latency    ,absolute_error         ,relative_error_pct
       60 ,   16 ,    64 ,    1024 ,  0.8927320999999999 ,3.003548692990211    , 2.110816592990211     ,236.4445720043237
       61 , 3670 ,  2418 , 8874060 , 82.2404463          ,81.31945679256489    , 0.9209895074351095    ,  1.1198741603073104
       62 , 2409 ,  5902 ,14217918 ,126.6158572          ,127.08806292718624   , 0.47220572718624965   ,  0.3729435930290805
       63 , 3295 ,  4500 ,14827500 ,134.0311427          ,132.5157047318035    , 1.515437968196494     ,  1.1306610819460647
       64 , 2512 ,  2922 , 7340064 , 69.13928569999999   ,66.47266653386984    , 2.666619166130147     ,  3.8568798319681616
       65 ,  644 , 26037 ,16767828 ,148.42669670000004   ,148.76259246748663   , 0.33589576748659056   ,  0.22630414538262136
       66 , 4084 ,  3885 ,15866340 ,140.72683030000002   ,140.10529564105343   , 0.6215346589465867    ,  0.44166038389524254
       67 ,  215 , 28557 , 6139755 , 58.33856270000001   ,57.332779014341284   , 1.0057836856587272    ,  1.7240460496616365
       68 , 2028 ,  1972 , 3999216 , 38.5053927          ,38.770543291026044   , 0.26515059102604255   ,  0.6886063806487099
       69 ,   16 ,  4096 ,   65536 ,  1.7606964          ,5.657514661357285    , 3.8968182613572853    ,221.32255517517302
       70 , 3029 ,  5066 ,15344914 ,137.6134735          ,136.81886954718286   , 0.7946039528171411    ,  0.5774172634463305
       71 ,  763 , 20590 ,15710170 ,139.722018           ,138.7114880294762    , 1.0105299705238053    ,  0.7232431831351057
       72 ,   55 ,   151 ,    8305 ,  1.0648393          ,2.8552755676084622   , 1.7904362676084622    ,168.14145266881698
       73 ,  431 , 30953 ,13340743 ,118.3591251          ,121.2462091107313    , 2.8870840107313       ,  2.4392576476820373
       74 , 2816 ,  5095 ,14347520 ,128.1614556          ,127.54070932541337   , 0.6207462745866366    ,  0.4843470852297627
       75 ,   16 ,446622 , 7145952 , 66.62274099999999   ,86.68658159686763    ,20.063840596867635     , 30.115603614789187
       76 ,  512 ,   512 ,  262144 ,  4.1686874000000005 ,3.5893005832779683   , 0.5793868167220322    , 13.898543141470194
       77 , 2837 ,  3641 ,10329517 , 96.3075712          ,94.97277743449737    , 1.3347937655026243    ,  1.38596971024291
       78 , 1124 ,  5012 , 5633488 , 54.86725000000001   ,53.639602304493344   , 1.2276476955066684    ,  2.2374871995710888
       79 , 3376 ,  2808 , 9479808 , 87.8877141          ,87.56193047887149    , 0.3257836211285081    ,  0.3706816413017939
       80 ,  512 ,  1024 ,  524288 ,  7.3488749          ,7.417853238067195    , 0.06897833806719511   ,  0.9386244698109516
       81 ,  862 ,  7873 , 6786526 , 64.5511249          ,63.631675581701145   , 0.9194493182988595    ,  1.4243738118014724
       82 , 2032 ,  7679 ,15603728 ,136.8347321          ,138.98073068014943   , 2.1459985801494383    ,  1.5683142336852929
       83 , 2274 ,  4259 , 9684966 , 89.39474099999998   ,89.86870492133023    , 0.47396392133025245   ,  0.5301921746495719
