kernel_name,event_type,event_name,dur(us)
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.848571
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.511518
matmul_128x128x128,sub,fusion,1.242857
matmul_144x128x128,main,jit_validation_matrix_multiply(6070205318907077906),1.814286
matmul_144x128x128,sub,copy-start,0.008571
matmul_144x128x128,sub,copy-done,0.48134
matmul_144x128x128,sub,fusion,1.24
matmul_160x128x128,main,jit_validation_matrix_multiply(6208102093661223113),1.83
matmul_160x128x128,sub,copy-start,0.008571
matmul_160x128x128,sub,copy-done,0.491339
matmul_160x128x128,sub,fusion,1.245714
matmul_176x128x128,main,jit_validation_matrix_multiply(10948054015935034671),1.955625
matmul_176x128x128,sub,copy-start,0.008571
matmul_176x128x128,sub,copy-done,0.497232
matmul_176x128x128,sub,fusion,1.364286
matmul_192x128x128,main,jit_validation_matrix_multiply(17717169470306665203),2.108571
matmul_192x128x128,sub,copy-start,0.008571
matmul_192x128x128,sub,copy-done,0.577143
matmul_192x128x128,sub,fusion,1.438571
matmul_208x128x128,main,jit_validation_matrix_multiply(6635427038791090310),2.174375
matmul_208x128x128,sub,copy-start,0.008572
matmul_208x128x128,sub,copy-done,0.570089
matmul_208x128x128,sub,fusion,1.511428
matmul_224x128x128,main,jit_validation_matrix_multiply(8321713651917555128),2.118661
matmul_224x128x128,sub,copy-start,0.008572
matmul_224x128x128,sub,copy-done,0.722857
matmul_224x128x128,sub,fusion,1.302857
matmul_240x128x128,main,jit_validation_matrix_multiply(10378371753400874530),1.94
matmul_240x128x128,sub,copy-start,0.008572
matmul_240x128x128,sub,copy-done,0.528571
matmul_240x128x128,sub,fusion,1.318483
matmul_256x128x128,main,jit_validation_matrix_multiply(7118081362025936245),2.198572
matmul_256x128x128,sub,copy-start,0.008572
matmul_256x128x128,sub,copy-done,0.772857
matmul_256x128x128,sub,fusion,1.334196
matmul_272x128x128,main,jit_validation_matrix_multiply(14305654947630063437),1.958482
matmul_272x128x128,sub,copy-start,0.008572
matmul_272x128x128,sub,copy-done,0.518572
matmul_272x128x128,sub,fusion,1.345715
matmul_288x128x128,main,jit_validation_matrix_multiply(2117266151668912758),2.201339
matmul_288x128x128,sub,copy-start,0.008571
matmul_288x128x128,sub,copy-done,0.731518
matmul_288x128x128,sub,fusion,1.375715
matmul_304x128x128,main,jit_validation_matrix_multiply(18117784354542234047),2.028571
matmul_304x128x128,sub,copy-start,0.008571
matmul_304x128x128,sub,copy-done,0.538571
matmul_304x128x128,sub,fusion,1.397143
matmul_320x128x128,main,jit_validation_matrix_multiply(15303163106310648550),2.318571
matmul_320x128x128,sub,copy-start,0.008571
matmul_320x128x128,sub,copy-done,0.534286
matmul_320x128x128,sub,fusion,1.690089
matmul_336x128x128,main,jit_validation_matrix_multiply(1692931709207503690),2.051518
matmul_336x128x128,sub,copy-start,0.008571
matmul_336x128x128,sub,copy-done,0.537143
matmul_336x128x128,sub,fusion,1.421429
matmul_352x128x128,main,jit_validation_matrix_multiply(13208137393273524584),2.081429
matmul_352x128x128,sub,copy-start,0.008571
matmul_352x128x128,sub,copy-done,0.548571
matmul_352x128x128,sub,fusion,1.44
matmul_368x128x128,main,jit_validation_matrix_multiply(3444705806408381143),2.31134
matmul_368x128x128,sub,copy-start,0.008572
matmul_368x128x128,sub,copy-done,0.562946
matmul_368x128x128,sub,fusion,1.652947
matmul_384x128x128,main,jit_validation_matrix_multiply(3884300409741670162),2.278571
matmul_384x128x128,sub,copy-start,0.008571
matmul_384x128x128,sub,copy-done,0.704286
matmul_384x128x128,sub,fusion,1.482768
matmul_400x128x128,main,jit_validation_matrix_multiply(1977352790672831227),2.187053
matmul_400x128x128,sub,copy-start,0.008571
matmul_400x128x128,sub,copy-done,0.585714
matmul_400x128x128,sub,fusion,1.508482
matmul_416x128x128,main,jit_validation_matrix_multiply(3548365986284338222),2.204286
matmul_416x128x128,sub,copy-start,0.008571
matmul_416x128x128,sub,copy-done,0.592946
matmul_416x128x128,sub,fusion,1.518571
matmul_432x128x128,main,jit_validation_matrix_multiply(10790075880343556600),2.214286
matmul_432x128x128,sub,copy-start,0.008572
matmul_432x128x128,sub,copy-done,0.584375
matmul_432x128x128,sub,fusion,1.538571
matmul_448x128x128,main,jit_validation_matrix_multiply(5097278188890248854),2.23009
matmul_448x128x128,sub,copy-start,0.008572
matmul_448x128x128,sub,copy-done,0.58
matmul_448x128x128,sub,fusion,1.557143
matmul_464x128x128,main,jit_validation_matrix_multiply(9636787168823005600),2.268571
matmul_464x128x128,sub,copy-start,0.008571
matmul_464x128x128,sub,copy-done,0.604286
matmul_464x128x128,sub,fusion,1.57
matmul_480x128x128,main,jit_validation_matrix_multiply(2019058841072807770),2.291339
matmul_480x128x128,sub,copy-start,0.008571
matmul_480x128x128,sub,copy-done,0.594375
matmul_480x128x128,sub,fusion,1.601518
matmul_496x128x128,main,jit_validation_matrix_multiply(15930683258994739119),2.305804
matmul_496x128x128,sub,copy-start,0.008572
matmul_496x128x128,sub,copy-done,0.592947
matmul_496x128x128,sub,fusion,1.62
matmul_512x128x128,main,jit_validation_matrix_multiply(4952698340688881607),2.62009
matmul_512x128x128,sub,copy-start,0.008572
matmul_512x128x128,sub,copy-done,0.588572
matmul_512x128x128,sub,fusion,1.938572
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.848571
