dim_0,dim_1,size,actual,linear_pred,residual_actual,residual_pred,hybrid_pred,abs_error_linear,abs_error_hybrid,rel_error_linear_pct,rel_error_hybrid_pct
14112041,1,14112041,174.06573229999998,180.13366349376986,-6.06793119376988,-6.127084178703747,174.00657931506612,6.06793119376988,0.0591529849338599,3.4859998654484623,0.03398313048309274
10114876,1,10114876,125.45858010000002,129.11170465457243,-3.6531245545724147,-3.8107159302760363,125.3009887242964,3.6531245545724147,0.1575913757036176,2.911817232157894,0.12561227424860483
6818323,1,6818323,85.51471419999999,87.03273331432683,-1.5180191143268473,-1.6337420626848875,85.39899125164195,1.5180191143268473,0.11572294835804087,1.7751554554418982,0.1353251887007311
2318117,1,2318117,30.4218483,29.589689231856045,0.8321590681439552,0.8897206812769015,30.479409913132947,0.8321590681439552,0.05756161313294683,2.7353994403553554,0.18921142648964834
14298589,1,14298589,176.07483050000002,182.51486226278107,-6.440031762781047,-6.232652043930692,176.28221021885037,6.440031762781047,0.20737971885034767,3.657553861896829,0.11777930909344118
13754143,1,13754143,169.71825029999997,175.5652613826158,-5.847011082615836,-5.888843963329492,169.6764174192863,5.847011082615836,0.041832880713656095,3.4451280709531553,0.024648427991515832
494233,1,494233,9.6010179,6.308655205121908,3.2923626948780926,3.267972724446382,9.57662792956829,3.2923626948780926,0.024389970431711205,34.291808734968534,0.2540352563212199
14008475,1,14008475,172.81999100000002,178.81169149883337,-5.991700498833353,-6.109982592032988,172.70170890680038,5.991700498833353,0.1182820931996389,3.467018175480262,0.06844236741086214
10155943,1,10155943,125.6088481,129.63590587810194,-4.027057778101934,-3.8107159302760363,125.8251899478259,4.027057778101934,0.21634184782590182,3.206030338639762,0.17223456078003938
15904957,1,15904957,196.1620265,203.01940535184642,-6.85737885184642,-6.828468095355321,196.19093725649108,6.85737885184642,0.02891075649108643,3.495772843602031,0.014738202396724541
1269176,1,1269176,23.337268,16.200443472237268,7.136824527762734,7.048717706029065,23.249161178266334,7.136824527762734,0.08810682173366757,30.581233963473075,0.3775370010477129
2841040,1,2841040,36.9875804,36.264558991315475,0.7230214086845237,0.4215233048220228,36.6860822961375,0.7230214086845237,0.30149810386249953,1.9547680623210588,0.815133351795295
263437,1,263437,5.6312947,3.3626512217358293,2.2686434782641705,2.2301007176884937,5.592751939424323,2.2686434782641705,0.03854276057567674,40.28635685261101,0.6844387059991148
7386601,1,7386601,92.1084197,94.28653863014978,-2.178118930149779,-2.0512281751571275,92.23531045499266,2.178118930149779,0.12689075499265812,2.364733796588825,0.13776238416199657
9877833,1,9877833,122.3531606,126.08596061120173,-3.732800011201732,-3.574376027306012,122.51158458389571,3.732800011201732,0.158423983895716,3.0508406917293254,0.12948090847741942
7552790,1,7552790,94.4957679,96.40786419902857,-1.912096299028562,-2.0512281751571275,94.35663602387145,1.912096299028562,0.13913187612855893,2.0234729464837358,0.14723609238859778
2201871,1,2201871,29.03616970000001,28.105862913147323,0.930306786852686,0.7411259971566064,28.846988910303928,0.930306786852686,0.18918078969608132,3.2039583611218725,0.6515349360838087
1089361,1,1089361,20.0841429,13.90518832798621,6.17895457201379,6.311189847276108,20.216378175262317,6.17895457201379,0.1322352752623175,30.76533861952252,0.6584063652639989
10868662,1,10868662,134.9477409,138.73343362136848,-3.785692721368463,-4.121626541765543,134.61180707960293,3.785692721368463,0.33593382039708786,2.805302775815836,0.24893623128231843
