kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count
matmul_1024x4096x2560,1024,4096,2560,34.5168516,34.2825,34.789922,0.12960703957493086,10
matmul_1024x4096x3072,1024,4096,3072,40.0829922,39.859922,40.233828,0.13165149792269323,10
matmul_1024x4096x3584,1024,4096,3584,49.0572266,48.704922,49.338672,0.18823198987785672,10
matmul_1024x4096x4096,1024,4096,4096,50.7819998,50.645234,50.988828,0.13295156547471554,10
matmul_1536x1024x1024,1536,1024,1024,8.2718906,8.142422,8.409922,0.08001245423640822,10
matmul_1536x1024x1536,1536,1024,1536,11.0064688,10.882656,11.154922,0.10091990853124815,10
matmul_1536x1024x2048,1536,1024,2048,13.6147734,13.486328,13.770156,0.08182521431577312,10
matmul_1536x1024x2560,1536,1024,2560,16.386211,16.176172,16.683672,0.14860195859409117,10
matmul_1536x1024x3072,1536,1024,3072,19.0294688,18.812422,19.211172,0.14504625064731735,10
matmul_1536x1024x3584,1536,1024,3584,18.5322344,18.277578,18.891172,0.20941018354267765,10
matmul_1536x1024x4096,1536,1024,4096,21.8792734,21.75,22.025078,0.0859293746078078,10
matmul_1536x1536x1024,1536,1536,1024,11.327586,11.13125,11.488594,0.11320301844424907,10
matmul_1536x1536x1536,1536,1536,1536,15.2341172,15.08375,15.37,0.10187859781437025,10
matmul_1536x1536x2048,1536,1536,2048,19.0520156,18.93,19.4025,0.14210472614800676,10
matmul_1536x1536x2560,1536,1536,2560,20.1603906,20.001172,20.3575,0.12658350581002054,10
matmul_1536x1536x3072,1536,1536,3072,24.39825,24.126328,24.791094,0.19598397454667357,10
matmul_1536x1536x3584,1536,1536,3584,25.5443828,25.276328,25.797578,0.19790370434172724,10
matmul_1536x1536x4096,1536,1536,4096,30.815289,30.637578,31.017578,0.11366319588151616,10
matmul_1536x2048x1024,1536,2048,1024,14.0271876,13.9375,14.143828,0.07147935877222787,10
matmul_1536x2048x1536,1536,2048,1536,18.7771406,18.568672,18.956328,0.1415879190893215,10
matmul_1536x2048x2048,1536,2048,2048,23.3927188,23.215156,23.57125,0.1066391705569143,10
matmul_1536x2048x2560,1536,2048,2560,24.8488828,24.710078,24.962422,0.0934406077377498,10
matmul_1536x2048x3072,1536,2048,3072,33.7991484,33.377422,34.096328,0.1911206535331363,10
matmul_1536x2048x3584,1536,2048,3584,34.7033672,34.405078,35.21875,0.24152955828717895,10
matmul_1536x2048x4096,1536,2048,4096,38.3257968,38.14375,38.637734,0.16130174005867357,10
matmul_1536x2560x1024,1536,2560,1024,16.529914,16.3175,16.650156,0.10002857478851855,10
matmul_1536x2560x1536,1536,2560,1536,22.0463204,21.813828,22.201172,0.12860722376047826,10
matmul_1536x2560x2048,1536,2560,2048,27.7555,27.502344,28.052578,0.17019254368835068,10
matmul_1536x2560x2560,1536,2560,2560,31.4290078,31.207422,31.71625,0.16828088720271575,10
matmul_1536x2560x3072,1536,2560,3072,35.7822812,35.539922,36.001328,0.1380840766174328,10
matmul_1536x2560x3584,1536,2560,3584,40.9719296,40.69375,41.341406,0.22182965136698912,10
matmul_1536x2560x4096,1536,2560,4096,46.3990312,46.181172,46.89375,0.19847406153998404,10
matmul_1536x3072x1024,1536,3072,1024,18.1773594,18.052578,18.287422,0.08976651018701534,10
matmul_1536x3072x1536,1536,3072,1536,25.1975938,25.021172,25.48,0.16232365880124286,10
matmul_1536x3072x2048,1536,3072,2048,31.7422188,31.44125,32.291094,0.26818923935195,10
matmul_1536x3072x2560,1536,3072,2560,36.0353984,35.8625,36.161328,0.11283549523797959,10
matmul_1536x3072x3072,1536,3072,3072,42.5901718,42.406328,42.802734,0.13973452032399752,10
matmul_1536x3072x3584,1536,3072,3584,50.8319296,50.49625,51.353594,0.27416013255322075,10
matmul_1536x3072x4096,1536,3072,4096,56.980148400000004,56.298828,57.621172,0.35466808571119623,10
matmul_1536x3584x1024,1536,3584,1024,22.0806328,21.891094,22.382422,0.13393134797665696,10
matmul_1536x3584x1536,1536,3584,1536,30.6908672,30.453828,30.958672,0.17050138309298912,10
matmul_1536x3584x2048,1536,3584,2048,36.3061094,36.09125,36.847578,0.23013092203651694,10
matmul_1536x3584x2560,1536,3584,2560,42.1023124,41.686328,42.97625,0.36415865606298486,10
matmul_1536x3584x3072,1536,3584,3072,50.0597734,49.691172,50.41875,0.2139849933160942,10
matmul_1536x3584x3584,1536,3584,3584,58.832039,58.405078,59.130078,0.2059498433313845,10
matmul_1536x3584x4096,1536,3584,4096,64.6745624,64.438828,64.880156,0.14566421847767222,10
matmul_1536x4096x1024,1536,4096,1024,22.3356406,22.015078,22.528828,0.15221081572915052,10
matmul_1536x4096x1536,1536,4096,1536,30.747836,30.56625,30.944844,0.156376073691313,10
matmul_1536x4096x2048,1536,4096,2048,39.7289922,39.525,39.98,0.1552060482224981,10
matmul_1536x4096x2560,1536,4096,2560,46.4206484,46.14875,46.80875,0.17562271847672775,10
matmul_1536x4096x3072,1536,4096,3072,64.3450546,64.067422,64.555078,0.13211720180725164,10
matmul_1536x4096x3584,1536,4096,3584,64.83117179999999,64.5825,65.112578,0.1852349122227717,10
matmul_1536x4096x4096,1536,4096,4096,72.6134218,72.322578,72.88875,0.15849382364257833,10
matmul_2048x1024x1024,2048,1024,1024,9.8539844,9.609922,10.017422,0.11718088719316729,10
matmul_2048x1024x1536,2048,1024,1536,13.0359218,12.893906,13.187656,0.0931307502979908,10
matmul_2048x1024x2048,2048,1024,2048,16.4900156,16.254922,16.56375,0.09825617957066168,10
matmul_2048x1024x2560,2048,1024,2560,19.9273594,19.761328,20.052422,0.10846768412573453,10
matmul_2048x1024x3072,2048,1024,3072,21.3413984,21.058828,21.565078,0.15258695178757026,10
matmul_2048x1024x3584,2048,1024,3584,26.9983672,26.861406,27.189844,0.11019750622385086,10
matmul_2048x1024x4096,2048,1024,4096,28.1444844,27.881172,28.338672,0.13864302151865512,10
matmul_2048x1536x1024,2048,1536,1024,13.7211016,13.605,13.898906,0.09417661345837869,10
matmul_2048x1536x1536,2048,1536,1536,18.391,18.196172,18.66875,0.1535389819629597,10
matmul_2048x1536x2048,2048,1536,2048,23.2001954,23.005,23.423672,0.12726952223808813,10
matmul_2048x1536x2560,2048,1536,2560,25.9411406,25.827656,26.04875,0.07494852899927683,10
matmul_2048x1536x3072,2048,1536,3072,29.8259218,29.65125,30.025,0.11876349811640088,10
matmul_2048x1536x3584,2048,1536,3584,37.8213594,37.585078,37.992422,0.1480664123997506,10
matmul_2048x1536x4096,2048,1536,4096,40.8255468,40.415234,41.598828,0.32739125765046845,10
matmul_2048x2048x1024,2048,2048,1024,17.2564688,17.193828,17.41,0.06702325047457594,10
matmul_2048x2048x1536,2048,2048,1536,23.7813204,23.415,24.068594,0.20242441740901215,10
matmul_2048x2048x2048,2048,2048,2048,30.23975,29.7,30.587344,0.25013060688634986,10
matmul_2048x2048x2560,2048,2048,2560,37.0606094,36.816172,37.230078,0.12960469126985874,10
matmul_2048x2048x3072,2048,2048,3072,38.630164,38.426172,38.956172,0.15159726219163783,10
matmul_2048x2048x3584,2048,2048,3584,45.4485234,45.183594,45.715078,0.15898101562150252,10
matmul_2048x2048x4096,2048,2048,4096,53.4559062,52.72875,54.191328,0.5141295245575117,10
matmul_2048x2560x1024,2048,2560,1024,22.714914,22.436094,23.286328,0.23281643455735698,10
matmul_2048x2560x1536,2048,2560,1536,24.6827812,24.516328,24.86625,0.12752849236046554,10
matmul_2048x2560x2048,2048,2560,2048,31.7552812,31.395078,32.086328,0.2054332840979982,10
matmul_2048x2560x2560,2048,2560,2560,40.2195468,40.083672,40.431406,0.10964732273247796,10
matmul_2048x2560x3072,2048,2560,3072,46.0031952,45.774922,46.337578,0.1506867354132782,10
matmul_2048x2560x3584,2048,2560,3584,53.547875,53.2925,54.00375,0.2331450400001395,10
matmul_2048x2560x4096,2048,2560,4096,60.3217578,59.988594,60.615156,0.21765274270206988,10
matmul_2048x3072x1024,2048,3072,1024,23.2649062,23.071172,23.39375,0.10052274103549359,10
matmul_2048x3072x1536,2048,3072,1536,39.9385704,39.643828,40.561094,0.27612570775854045,10
matmul_2048x3072x2048,2048,3072,2048,38.6371484,38.436094,39.096328,0.19746122053439563,10
matmul_2048x3072x2560,2048,3072,2560,46.302648399999995,45.977422,46.605078,0.16696335166949403,10
matmul_2048x3072x3072,2048,3072,3072,56.5687812,56.282422,56.802578,0.13681365839613074,10
matmul_2048x3072x3584,2048,3072,3584,66.53963279999999,66.09375,67.09625,0.2906408066175294,10
matmul_2048x3072x4096,2048,3072,4096,73.8246952,73.488828,74.115078,0.18873947036578173,10
matmul_2048x3584x1024,2048,3584,1024,28.4664844,28.112578,28.9175,0.22689936480553555,10
matmul_2048x3584x1536,2048,3584,1536,33.0683984,32.800078,33.239922,0.12549190819703673,10
matmul_2048x3584x2048,2048,3584,2048,44.0308204,43.701172,44.323594,0.19813642780400917,10
matmul_2048x3584x2560,2048,3584,2560,54.8127812,54.502578,55.038594,0.20749951163144706,10
matmul_2048x3584x3072,2048,3584,3072,65.4769062,65.2225,65.781172,0.1598990481396177,10
matmul_2048x3584x3584,2048,3584,3584,75.5865156,75.41875,75.838828,0.13783511475769314,10
matmul_2048x3584x4096,2048,3584,4096,84.4868906,84.318594,84.721406,0.13261849376329377,10
matmul_2048x4096x1024,2048,4096,1024,29.012836,28.76875,29.195,0.1455937086430747,10
matmul_2048x4096x1536,2048,4096,1536,51.7832734,51.48375,51.969922,0.15703931990018002,10
matmul_2048x4096x2048,2048,4096,2048,49.011148399999996,48.727422,49.361328,0.16873382667068706,10
matmul_2048x4096x2560,2048,4096,2560,60.6411484,60.37,60.8675,0.1705386086512715,10
matmul_2048x4096x3072,2048,4096,3072,73.2117968,72.783672,73.571328,0.21504971008624454,10
matmul_2048x4096x3584,2048,4096,3584,84.9505312,84.571328,85.213672,0.18385827072974997,10
matmul_2048x4096x4096,2048,4096,4096,96.413914,96.008828,96.892422,0.25486163391316613,10
matmul_2560x1024x1024,2560,1024,1024,11.445211,11.2,11.752344,0.15362104590843054,10
matmul_2560x1024x1536,2560,1024,1536,15.3195468,15.165078,15.460078,0.07723221617491549,10
matmul_2560x1024x2048,2560,1024,2048,19.0731718,18.865078,19.278828,0.13435156328726988,10
matmul_2560x1024x2560,2560,1024,2560,23.2258126,23.08125,23.421094,0.10332454352744856,10
matmul_2560x1024x3072,2560,1024,3072,27.052836,26.9625,27.48625,0.1599537764703009,10
matmul_2560x1024x3584,2560,1024,3584,30.1441562,29.86375,30.439922,0.18941579855838636,10
matmul_2560x1024x4096,2560,1024,4096,31.6915312,31.36125,31.885078,0.1431898709459269,10
matmul_2560x1536x1024,2560,1536,1024,15.8089922,15.676172,15.949922,0.080884942504496,10
matmul_2560x1536x1536,2560,1536,1536,21.5035,21.335,21.660156,0.09047099044936377,10
matmul_2560x1536x2048,2560,1536,2048,27.3444688,27.047422,27.542344,0.15090957315985237,10
matmul_2560x1536x2560,2560,1536,2560,30.497179600000003,30.17125,30.71875,0.14457860800362793,10
matmul_2560x1536x3072,2560,1536,3072,38.9087734,38.708828,39.253594,0.20266533194746864,10
matmul_2560x1536x3584,2560,1536,3584,42.30275,41.97,42.471172,0.14762273481336802,10
matmul_2560x1536x4096,2560,1536,4096,45.6747968,45.42625,45.951328,0.19555920471463825,10
matmul_2560x2048x1024,2560,2048,1024,20.1135,19.916406,20.283828,0.11990711297592917,10
matmul_2560x2048x1536,2560,2048,1536,27.7961016,27.6625,27.99,0.1021216233139027,10
matmul_2560x2048x2048,2560,2048,2048,34.2607734,33.692578,35.25875,0.5336803582753756,10
matmul_2560x2048x2560,2560,2048,2560,43.234414,42.54125,43.868828,0.4649414146042735,10
matmul_2560x2048x3072,2560,2048,3072,47.768664,47.58375,48.032656,0.13641883442138433,10
matmul_2560x2048x3584,2560,2048,3584,54.4694452,54.20125,54.94125,0.22840096218166567,10
matmul_2560x2048x4096,2560,2048,4096,59.2393906,58.831172,59.541094,0.1958442975178658,10
matmul_2560x2560x1024,2560,2560,1024,24.178359399999998,23.951172,24.37875,0.1438428088158891,10
matmul_2560x2560x1536,2560,2560,1536,33.2036562,32.767422,34.301406,0.5063474667068055,10
matmul_2560x2560x2048,2560,2560,2048,43.5924218,43.28,44.08,0.22827463240472212,10
matmul_2560x2560x2560,2560,2560,2560,47.8358124,47.631328,47.998828,0.13590339600302742,10
matmul_2560x2560x3072,2560,2560,3072,58.510882800000005,58.237344,58.943672,0.22525260611973688,10
matmul_2560x2560x3584,2560,2560,3584,66.9831484,66.498906,67.2825,0.2655795863922277,10
matmul_2560x2560x4096,2560,2560,4096,73.46734359999999,72.918906,73.928828,0.28483886212820114,10
matmul_2560x3072x1024,2560,3072,1024,27.7360782,27.556406,28.019922,0.15126825418720408,10
matmul_2560x3072x1536,2560,3072,1536,35.0126796,34.825156,35.120078,0.09584349455138946,10
matmul_2560x3072x2048,2560,3072,2048,46.4449844,46.28875,46.548672,0.08975404039831346,10
matmul_2560x3072x2560,2560,3072,2560,56.898953,56.695078,57.148906,0.14490790974577047,10
matmul_2560x3072x3072,2560,3072,3072,68.6868358,68.492578,69.082734,0.18346150922850293,10
matmul_2560x3072x3584,2560,3072,3584,82.0083124,81.551328,82.35125,0.29105945642588826,10
matmul_2560x3072x4096,2560,3072,4096,90.21375,90.0425,90.477422,0.14432900660797437,10
matmul_2560x3584x1024,2560,3584,1024,31.7412266,31.555156,32.033906,0.16785166405040228,10
matmul_2560x3584x1536,2560,3584,1536,40.3843906,40.166328,40.631328,0.14813346821791132,10
matmul_2560x3584x2048,2560,3584,2048,53.8136172,53.478672,54.56875,0.32150343504810797,10
matmul_2560x3584x2560,2560,3584,2560,67.7658124,67.512578,67.963906,0.162299878564476,10
matmul_2560x3584x3072,2560,3584,3072,80.8438202,80.350156,81.160078,0.2647033187928606,10
matmul_2560x3584x3584,2560,3584,3584,92.1507734,91.89875,92.342656,0.13482821187158262,10
matmul_2560x3584x4096,2560,3584,4096,104.2714062,103.713906,104.863672,0.3276837870555492,10
matmul_2560x4096x1024,2560,4096,1024,34.8414922,34.651328,35.088828,0.1250185238806189,10
matmul_2560x4096x1536,2560,4096,1536,45.5859296,45.190078,45.897578,0.2056781790485109,10
matmul_2560x4096x2048,2560,4096,2048,59.5957656,59.410078,59.832656,0.1584363437705447,10
matmul_2560x4096x2560,2560,4096,2560,72.5944922,72.3875,72.835078,0.12892299186534012,10
matmul_2560x4096x3072,2560,4096,3072,100.4532968,100.25625,100.70125,0.13810625529706327,10
matmul_2560x4096x3584,2560,4096,3584,105.03041400000001,104.758984,105.552422,0.25592147988527153,10
matmul_2560x4096x4096,2560,4096,4096,118.4667578,118.16375,118.727734,0.16036190389504706,10
matmul_3072x1024x1024,3072,1024,1024,13.001961,12.7875,13.175,0.1262674472247964,10
matmul_3072x1024x1536,3072,1024,1536,17.195007800000003,16.9825,17.36625,0.13060955717098185,10
matmul_3072x1024x2048,3072,1024,2048,21.9668048,21.775,22.111328,0.09739873662516264,10
matmul_3072x1024x2560,3072,1024,2560,24.99625,24.908672,25.10125,0.06861159550202396,10
matmul_3072x1024x3072,3072,1024,3072,29.8781172,29.708672,30.022578,0.09813822049515405,10
matmul_3072x1024x3584,3072,1024,3584,32.8053984,32.6075,33.083672,0.13161468623489977,10
matmul_3072x1024x4096,3072,1024,4096,38.7728046,38.498906,39.002656,0.151330198187937,10
matmul_3072x1536x1024,3072,1536,1024,18.0072344,17.7875,18.16,0.1256731751517044,10
matmul_3072x1536x1536,3072,1536,1536,24.5826798,24.262422,24.80875,0.1602555026434697,10
matmul_3072x1536x2048,3072,1536,2048,31.39225,31.21375,31.511328,0.1179947719369136,10
matmul_3072x1536x2560,3072,1536,2560,35.0577578,34.826172,35.212578,0.1289042462517552,10
matmul_3072x1536x3072,3072,1536,3072,42.8650624,42.35625,43.133828,0.25706229294308275,10
matmul_3072x1536x3584,3072,1536,3584,47.236914,47.0075,47.456328,0.1329645629381503,10
matmul_3072x1536x4096,3072,1536,4096,55.6297968,55.340078,55.831328,0.17048018716346186,10
matmul_3072x2048x1024,3072,2048,1024,22.7666798,22.476094,22.954844,0.15105633152775236,10
matmul_3072x2048x1536,3072,2048,1536,31.8261172,31.594922,32.018984,0.1211706197143339,10
matmul_3072x2048x2048,3072,2048,2048,39.581515599999996,39.217422,39.823906,0.19076610307517658,10
matmul_3072x2048x2560,3072,2048,2560,45.2145234,44.856328,45.466406,0.16746618650953,10
matmul_3072x2048x3072,3072,2048,3072,54.924749999999996,54.683828,55.27125,0.20953508214351355,10
matmul_3072x2048x3584,3072,2048,3584,61.6989218,61.553672,61.91375,0.114282791641126,10
matmul_3072x2048x4096,3072,2048,4096,72.377078,72.212578,72.615156,0.13570619913130938,10
matmul_3072x2560x1024,3072,2560,1024,27.716414,27.535,27.851328,0.10883934922832109,10
matmul_3072x2560x1536,3072,2560,1536,36.869343799999996,36.721328,37.026172,0.11085560829776119,10
matmul_3072x2560x2048,3072,2560,2048,50.6140078,50.37625,50.976328,0.17006704685035323,10
matmul_3072x2560x2560,3072,2560,2560,55.025836,54.80125,55.473906,0.20214098622276255,10
matmul_3072x2560x3072,3072,2560,3072,67.3188906,67.027578,67.59875,0.21469749795581786,10
matmul_3072x2560x3584,3072,2560,3584,76.4022578,76.194922,76.754844,0.17012847236642373,10
matmul_3072x2560x4096,3072,2560,4096,89.060414,88.807578,89.357422,0.20133864501822965,10
matmul_3072x3072x1024,3072,3072,1024,33.2415782,32.2625,34.14125,0.5893813111145156,10
matmul_3072x3072x1536,3072,3072,1536,45.6205312,44.903828,46.309922,0.4282636669168499,10
matmul_3072x3072x2048,3072,3072,2048,58.1885,57.347422,58.99,0.5977095459316155,10
matmul_3072x3072x2560,3072,3072,2560,65.2623906,65.020156,65.538672,0.1472172161793591,10
matmul_3072x3072x3072,3072,3072,3072,80.4020312,79.726328,81.586406,0.5083623783625223,10
matmul_3072x3072x3584,3072,3072,3584,90.5935156,89.9875,90.862578,0.2571271117211198,10
matmul_3072x3072x4096,3072,3072,4096,105.5733984,105.026328,105.945078,0.3092507394875531,10
matmul_3072x3584x1024,3072,3584,1024,33.3126562,33.126484,33.468672,0.10685343961998817,10
matmul_3072x3584x1536,3072,3584,1536,48.3103906,48.011328,48.573672,0.18478787187246792,10
matmul_3072x3584x2048,3072,3584,2048,63.7580938,63.548672,63.95125,0.17326581933728866,10
matmul_3072x3584x2560,3072,3584,2560,79.418453,78.976484,79.82,0.28532775071057426,10
matmul_3072x3584x3072,3072,3584,3072,98.5543124,98.23375,98.962578,0.2806793137654094,10
matmul_3072x3584x3584,3072,3584,3584,110.917828,110.495,111.240156,0.24919612601946833,10
matmul_3072x3584x4096,3072,3584,4096,124.1771328,123.354922,124.621094,0.3633442290527749,10
matmul_3072x4096x1024,3072,4096,1024,37.3179062,37.026172,37.538672,0.19981858500027228,10
matmul_3072x4096x1536,3072,4096,1536,54.1371484,53.876328,54.37,0.14143535299618495,10
matmul_3072x4096x2048,3072,4096,2048,70.1428046,69.887422,70.407578,0.16428109738304406,10
matmul_3072x4096x2560,3072,4096,2560,88.4983436,88.0575,88.702656,0.21838162881585493,10
matmul_3072x4096x3072,3072,4096,3072,107.5236484,107.348828,107.867422,0.17488917322388312,10
matmul_3072x4096x3584,3072,4096,3584,124.89724220000001,124.597734,125.277344,0.25190456154742286,10
matmul_3072x4096x4096,3072,4096,4096,139.749125,139.425,140.006328,0.1915180502343174,10
matmul_3584x1024x1024,3584,1024,1024,14.3744922,14.136406,14.562578,0.14013851758076165,10
matmul_3584x1024x1536,3584,1024,1536,19.5055,19.3425,19.6825,0.10500869734984385,10
matmul_3584x1024x2048,3584,1024,2048,24.60425,24.3075,24.876328,0.17302773086672804,10
matmul_3584x1024x2560,3584,1024,2560,29.5307578,29.27875,29.743828,0.13818031040459833,10
matmul_3584x1024x3072,3584,1024,3072,33.5551874,33.2775,33.845078,0.1575445076980535,10
matmul_3584x1024x3584,3584,1024,3584,38.891328,38.631484,39.44,0.22526973030372013,10
matmul_3584x1024x4096,3584,1024,4096,44.784039,44.592578,44.917656,0.09783275026401944,10
matmul_3584x1536x1024,3584,1536,1024,20.169586,19.9275,20.735,0.23544681867084594,10
matmul_3584x1536x1536,3584,1536,1536,27.4799766,27.372422,27.590156,0.07872699413401876,10
matmul_3584x1536x2048,3584,1536,2048,35.4047266,35.196172,35.6825,0.15249505618521964,10
matmul_3584x1536x2560,3584,1536,2560,41.3816172,41.020078,41.601328,0.21508767933969014,10
matmul_3584x1536x3072,3584,1536,3072,47.9271562,47.746406,48.075078,0.11296743460523954,10
matmul_3584x1536x3584,3584,1536,3584,55.85775,55.61625,56.19,0.16905983846621325,10
matmul_3584x1536x4096,3584,1536,4096,65.0901796,64.87625,65.28,0.1456010399590478,10
matmul_3584x2048x1024,3584,2048,1024,25.6358672,25.4175,25.97375,0.15455381595116505,10
matmul_3584x2048x1536,3584,2048,1536,35.900672,35.765,35.99,0.06252196192272448,10
matmul_3584x2048x2048,3584,2048,2048,43.9620468,43.78875,44.27875,0.1320042945873783,10
matmul_3584x2048x2560,3584,2048,2560,57.58625,57.137578,57.883828,0.21158334340028986,10
matmul_3584x2048x3072,3584,2048,3072,62.320789,62.147578,62.672656,0.1746002967268715,10
matmul_3584x2048x3584,3584,2048,3584,72.7583984,72.405078,73.050234,0.22327302843688276,10
matmul_3584x2048x4096,3584,2048,4096,85.194164,84.480234,86.131406,0.5915440336265004,10
matmul_3584x2560x1024,3584,2560,1024,31.1988438,30.999922,31.371094,0.1060756204871469,10
matmul_3584x2560x1536,3584,2560,1536,42.8187734,42.39875,43.518828,0.358889006252536,10
matmul_3584x2560x2048,3584,2560,2048,58.2709062,57.685156,58.771328,0.3176209014819046,10
matmul_3584x2560x2560,3584,2560,2560,65.4151874,64.998906,65.6625,0.17994255744678106,10
matmul_3584x2560x3072,3584,2560,3072,76.641836,76.447344,76.94,0.15003259582726172,10
matmul_3584x2560x3584,3584,2560,3584,89.6031718,89.285078,90.003828,0.18687216902934822,10
matmul_3584x2560x4096,3584,2560,4096,106.963289,105.821328,108.166172,0.7502205515625988,10
matmul_3584x3072x1024,3584,3072,1024,36.3,35.87125,36.902422,0.358937147780622,10
matmul_3584x3072x1536,3584,3072,1536,47.3386172,47.072578,47.765,0.18652914817368382,10
matmul_3584x3072x2048,3584,3072,2048,63.761765600000004,63.541406,63.937734,0.12011747208943169,10
matmul_3584x3072x2560,3584,3072,2560,77.4327344,77.060156,77.729922,0.21516550513665286,10
matmul_3584x3072x3072,3584,3072,3072,90.768625,90.487344,91.141406,0.16468199802380296,10
matmul_3584x3072x3584,3584,3072,3584,106.4303046,106.031328,106.875078,0.29216595223042574,10
matmul_3584x3072x4096,3584,3072,4096,125.0352108,124.363906,126.343672,0.5898602506870764,10
matmul_3584x3584x1024,3584,3584,1024,43.5053438,43.018828,44.167422,0.42111008343762707,10
matmul_3584x3584x1536,3584,3584,1536,62.1402734,61.783828,62.500078,0.23221945394638194,10
matmul_3584x3584x2048,3584,3584,2048,71.912047,71.683594,72.11875,0.14364313222628508,10
matmul_3584x3584x2560,3584,3584,2560,89.8404218,89.645078,90.011328,0.13871006246428222,10
matmul_3584x3584x3072,3584,3584,3072,105.267664,104.965078,105.661328,0.239061202174022,10
