kernel_name,event_type,event_name,dur(us)
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.918594
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.41
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.395
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.256172
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.379922
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.412578
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.397422
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.381328
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.261328
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.317344
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.389844
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.254844
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.387578
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.38375
matmul_128x128x128,main,jit_validation_matrix_multiply(3107980105455647398),1.257656
matmul_128x128x128,sub,copy-start,0.0125
matmul_128x128x128,sub,copy-done,0.573672
matmul_128x128x128,sub,fusion,1.326328
matmul_128x128x128,sub,copy-start,0.012422
matmul_128x128x128,sub,copy-done,0.0025
matmul_128x128x128,sub,fusion,1.388906
matmul_128x128x128,sub,copy-start,0.011328
matmul_128x128x128,sub,copy-done,0.002578
matmul_128x128x128,sub,fusion,1.374922
matmul_128x128x128,sub,copy-start,0.012344
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.235078
matmul_128x128x128,sub,copy-start,0.011328
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.359844
matmul_128x128x128,sub,copy-start,0.011328
matmul_128x128x128,sub,copy-done,0.0025
matmul_128x128x128,sub,fusion,1.3925
matmul_128x128x128,sub,copy-start,0.0125
matmul_128x128x128,sub,copy-done,0.0025
matmul_128x128x128,sub,fusion,1.377344
matmul_128x128x128,sub,copy-start,0.012344
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.36125
matmul_128x128x128,sub,copy-start,0.012344
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.24125
matmul_128x128x128,sub,copy-start,0.011328
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.29625
matmul_128x128x128,sub,copy-start,0.0125
matmul_128x128x128,sub,copy-done,0.003672
matmul_128x128x128,sub,fusion,1.368672
matmul_128x128x128,sub,copy-start,0.0125
matmul_128x128x128,sub,copy-done,0.0025
matmul_128x128x128,sub,fusion,1.23375
matmul_128x128x128,sub,copy-start,0.012422
matmul_128x128x128,sub,copy-done,0.002578
matmul_128x128x128,sub,fusion,1.3675
matmul_128x128x128,sub,copy-start,0.0125
matmul_128x128x128,sub,copy-done,0.0025
matmul_128x128x128,sub,fusion,1.362656
matmul_128x128x128,sub,copy-start,0.012422
matmul_128x128x128,sub,copy-done,0.002578
matmul_128x128x128,sub,fusion,1.237578
matmul_128x128x256,main,jit_validation_matrix_multiply(5643129473304290288),2.120078
