kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count,scale_sim_cycles
matmul_112x48x128,112,48,128,1.2165274,1.163594,1.3325,0.0583540354374192,20,430
matmul_112x48x32,112,48,32,1.2564922,1.202578,1.416172,0.066540585411501,20,430
matmul_112x48x48,112,48,48,1.2711992,1.20875,1.422656,0.0677205189907678,20,430
matmul_112x48x64,112,48,64,1.1853125,1.137422,1.28875,0.0532732220474394,20,430
matmul_112x48x80,112,48,80,1.1863359,1.141406,1.3825,0.0729619265456486,20,430
matmul_112x48x96,112,48,96,1.1966875,1.147656,1.347344,0.0622019448397082,20,430
matmul_112x64x112,112,64,112,1.1913476,1.167422,1.310078,0.0390397530762251,20,446
matmul_112x64x128,112,64,128,1.1995117,1.167578,1.32875,0.048803746362991,20,446
matmul_112x64x32,112,64,32,1.2401484,1.198906,1.373594,0.0591918932201823,20,446
matmul_112x64x48,112,64,48,1.275293,1.225,1.380078,0.0544353575053644,20,446
matmul_112x64x64,112,64,64,1.2854609,1.22875,1.40625,0.0666214265121648,20,446
matmul_112x64x80,112,64,80,1.2334336,1.154922,1.375078,0.0752458635298838,20,446
matmul_112x64x96,112,64,96,1.1855469,1.14125,1.360078,0.0679003064421423,20,446
matmul_112x80x112,112,80,112,1.2151836,1.167578,1.366172,0.0643856391035994,20,462
matmul_112x80x128,112,80,128,1.2466367,1.19,1.37125,0.0572017977681232,20,462
matmul_112x80x32,112,80,32,1.2295859,1.18875,1.343828,0.0486501069765686,20,462
matmul_112x80x48,112,80,48,1.2517031,1.23125,1.332422,0.0329007841498296,20,462
matmul_112x80x64,112,80,64,1.2864765,1.236406,1.437422,0.0685365318056536,20,462
matmul_112x80x80,112,80,80,1.314664,1.263906,1.50875,0.0713075369781816,20,462
matmul_112x80x96,112,80,96,1.2045625,1.15,1.342578,0.0671586360661319,20,462
matmul_112x96x112,112,96,112,1.2573125,1.196094,1.374922,0.0648227408500735,20,478
matmul_112x96x128,112,96,128,1.2647969,1.196172,1.596172,0.1017854866843422,20,478
matmul_112x96x32,112,96,32,1.2656679,1.227656,1.436406,0.0575309817218879,20,478
matmul_112x96x48,112,96,48,1.2904101,1.225078,1.408672,0.072043242545089,20,478
matmul_112x96x64,112,96,64,1.2969218,1.245,1.42125,0.060098136721795,20,478
matmul_112x96x80,112,96,80,1.2979844,1.248594,1.400078,0.0550483042985646,20,478
matmul_112x96x96,112,96,96,1.3102422,1.242344,1.423672,0.070605909858207,20,478
matmul_128x112x112,128,112,112,1.306871,1.253672,1.433828,0.0632112021434575,20,494
matmul_128x112x128,128,112,128,1.247332,1.211328,1.37,0.0487597694869556,20,494
matmul_128x112x32,128,112,32,1.2889414,1.241328,1.44375,0.0581113523906791,20,494
matmul_128x112x48,128,112,48,1.281414,1.232578,1.43125,0.0646799094716679,20,494
matmul_128x112x64,128,112,64,1.2985117,1.2625,1.385078,0.0382408723379634,20,494
matmul_128x112x80,128,112,80,1.297539,1.258828,1.432578,0.0586563190098856,20,494
matmul_128x112x96,128,112,96,1.3273125,1.25125,1.48375,0.0826176171346039,20,494
matmul_128x128x112,128,128,112,1.3093945,1.264844,1.450078,0.0641320437448763,20,510
matmul_128x128x128,128,128,128,1.2898047,1.2375,1.435,0.0619339876363281,20,510
matmul_128x128x32,128,128,32,1.3128164,1.254922,1.428672,0.0643812234628111,20,510
matmul_128x128x48,128,128,48,1.3091914,1.247422,1.43125,0.0695504514922724,20,510
matmul_128x128x64,128,128,64,1.2665781,1.2525,1.30625,0.01335000299586,20,510
matmul_128x128x80,128,128,80,1.3395703,1.251172,1.460078,0.071984411143627,20,510
matmul_128x128x96,128,128,96,1.2959179,1.25375,1.456328,0.0587297419943789,20,510
matmul_128x32x112,128,32,112,1.1637265,1.133828,1.305078,0.0487995518610786,20,414
matmul_128x32x128,128,32,128,1.1688867,1.151328,1.247578,0.0269560285554866,20,414
matmul_128x32x32,128,32,32,1.203168,1.162422,1.377656,0.0571312788621176,20,414
matmul_128x32x48,128,32,48,1.1671211,1.12,1.297344,0.068038783752473,20,414
matmul_128x32x64,128,32,64,1.1614492,1.128594,1.328594,0.0603450173075841,20,414
matmul_128x32x80,128,32,80,1.1541914,1.126328,1.27,0.0414261899672176,20,414
matmul_128x32x96,128,32,96,1.1717851,1.135,1.312578,0.0556742629889062,20,414
matmul_128x48x112,128,48,112,1.1835078,1.153828,1.307578,0.0545144479309939,20,430
matmul_128x48x128,128,48,128,1.2106563,1.167422,1.314922,0.0571554441345796,20,430
matmul_128x48x32,128,48,32,1.2473164,1.2175,1.405078,0.0532596175751632,20,430
matmul_128x48x48,128,48,48,1.2714258,1.215,1.396328,0.0668967904285557,20,430
matmul_128x48x64,128,48,64,1.2042539,1.171094,1.357578,0.0485399813305322,20,430
matmul_128x48x80,128,48,80,1.202246,1.13625,1.431406,0.0811179216722239,20,430
matmul_128x48x96,128,48,96,1.165164,1.14,1.3025,0.0410618195254039,20,430
matmul_128x64x112,128,64,112,1.1820312,1.1475,1.307422,0.0454872719104216,20,446
matmul_128x64x128,128,64,128,1.2026289,1.147578,1.32,0.0551701931136732,20,446
matmul_128x64x32,128,64,32,1.2647461,1.20875,1.376406,0.05938508553669,20,446
matmul_128x64x48,128,64,48,1.2427929,1.187578,1.376172,0.066743086689421,20,446
matmul_128x64x64,128,64,64,1.2873281,1.228828,1.44875,0.0713096631776913,20,446
matmul_128x64x80,128,64,80,1.1844726,1.148906,1.28875,0.0423677753765511,20,446
matmul_128x64x96,128,64,96,1.2074219,1.1575,1.281328,0.0443120704642829,20,446
matmul_128x80x112,128,80,112,1.1952148,1.158828,1.338906,0.0550746232149951,20,462
matmul_128x80x128,128,80,128,1.2227969,1.175,1.337578,0.053936724641399,20,462
matmul_128x80x32,128,80,32,1.2149727,1.186406,1.327344,0.0408102999397017,20,462
matmul_128x80x48,128,80,48,1.2761718,1.227578,1.4325,0.0653804089243543,20,462
matmul_128x80x64,128,80,64,1.3056445,1.225078,1.427656,0.0743381963075723,20,462
matmul_128x80x80,128,80,80,1.3252851,1.241328,1.4675,0.0737719486653579,20,462
matmul_128x80x96,128,80,96,1.2318086,1.178828,1.327344,0.0501323889048314,20,462
matmul_128x96x112,128,96,112,1.1901093,1.165078,1.26625,0.0324697125416416,20,478
matmul_128x96x128,128,96,128,1.2461914,1.183672,1.36,0.0673921941258387,20,478
matmul_128x96x32,128,96,32,1.261207,1.227422,1.412578,0.0621936823175033,20,478
matmul_128x96x48,128,96,48,1.2952187,1.259844,1.388828,0.0455663725975059,20,478
matmul_128x96x64,128,96,64,1.2974101,1.255078,1.42625,0.0499872065926557,20,478
matmul_128x96x80,128,96,80,1.2975195,1.24,1.40875,0.0578233180058921,20,478
matmul_128x96x96,128,96,96,1.3094141,1.236172,1.46875,0.0875253342583854,20,478
matmul_32x112x112,32,112,112,1.1589805,1.142422,1.294922,0.0359070124561528,20,414
matmul_32x112x128,32,112,128,1.2355039,1.163828,1.386328,0.0507240656907547,20,414
matmul_32x112x32,32,112,32,1.1698672,1.121172,1.31375,0.0646056524051474,20,414
matmul_32x112x48,32,112,48,1.1640312,1.130078,1.2825,0.0482308298711846,20,414
matmul_32x112x64,32,112,64,1.1875781,1.13,1.318906,0.0744668794353004,20,414
matmul_32x112x80,32,112,80,1.1543047,1.112656,1.260156,0.0432096661177858,20,414
matmul_32x112x96,32,112,96,1.1423203,1.107422,1.256094,0.0542491359844851,20,414
matmul_32x128x112,32,128,112,1.1419531,1.105,1.279922,0.0450437599275474,20,414
matmul_32x128x128,32,128,128,1.1676641,1.091172,1.3225,0.0868824568749126,20,414
matmul_32x128x32,32,128,32,1.1980781,1.131328,1.30875,0.0634260795123367,20,414
matmul_32x128x48,32,128,48,1.1755234,1.127422,1.298828,0.0563351106900764,20,414
matmul_32x128x64,32,128,64,1.1824649,1.129844,1.333594,0.0678728996487281,20,414
matmul_32x128x80,32,128,80,1.2298047,1.198828,1.44,0.0587590985179495,20,414
matmul_32x128x96,32,128,96,1.190457,1.128906,1.336094,0.0713227132656837,20,414
matmul_32x32x112,32,32,112,1.178582,1.132344,1.331406,0.0627094893180156,20,414
matmul_32x32x128,32,32,128,1.1651758,1.12875,1.273672,0.0465081269000093,20,414
matmul_32x32x32,32,32,32,1.1584219,1.12,1.262578,0.0474337966276766,20,414
matmul_32x32x48,32,32,48,1.1781211,1.127422,1.2975,0.0596790512323166,20,414
matmul_32x32x64,32,32,64,1.1929296,1.122656,1.336328,0.0620218567437064,20,414
matmul_32x32x80,32,32,80,1.1798828,1.13125,1.268594,0.053618242576669,20,414
matmul_32x32x96,32,32,96,1.1836445,1.12375,1.336328,0.0681546280495972,20,414
matmul_32x48x112,32,48,112,1.2025547,1.125,1.329922,0.0635266373215122,20,414
matmul_32x48x128,32,48,128,1.1708828,1.097656,1.625,0.1161981864853501,20,414
matmul_32x48x32,32,48,32,1.1578047,1.126172,1.2875,0.0489724041574221,20,414
matmul_32x48x48,32,48,48,1.1631367,1.125156,1.2775,0.0528518670656611,20,414
matmul_32x48x64,32,48,64,1.1757812,1.138828,1.267656,0.0502209306057271,20,414
matmul_32x48x80,32,48,80,1.1854961,1.1375,1.29625,0.058741038567508,20,414
matmul_32x48x96,32,48,96,1.1732891,1.1225,1.304922,0.0550703787892318,20,414
matmul_32x64x112,32,64,112,1.1940508,1.149844,1.338672,0.0570028970469691,20,414
matmul_32x64x128,32,64,128,1.1789063,1.154844,1.291094,0.0421458338592883,20,414
matmul_32x64x32,32,64,32,1.1790742,1.141328,1.317656,0.0517499553293475,20,414
matmul_32x64x48,32,64,48,1.1443711,1.08375,1.27875,0.0567198313651824,20,414
matmul_32x64x64,32,64,64,1.1739648,1.124922,1.3025,0.0639021207337728,20,414
matmul_32x64x80,32,64,80,1.1733125,1.142578,1.29125,0.0410908321334705,20,414
matmul_32x64x96,32,64,96,1.1955976,1.176328,1.354922,0.0411921296959044,20,414
matmul_32x80x112,32,80,112,1.1782226,1.136328,1.28625,0.046953001747436,20,414
matmul_32x80x128,32,80,128,1.1892851,1.138828,1.295,0.0555975379480441,20,414
matmul_32x80x32,32,80,32,1.1485664,1.121094,1.27875,0.0496976125979593,20,414
matmul_32x80x48,32,80,48,1.1640039,1.08,1.297578,0.0724775469013098,20,414
matmul_32x80x64,32,80,64,1.1704375,1.123672,1.270156,0.0526661732998766,20,414
matmul_32x80x80,32,80,80,1.1662773,1.123906,1.271172,0.0481114668081485,20,414
matmul_32x80x96,32,80,96,1.1456211,1.13125,1.2225,0.0253598409630991,20,414
matmul_32x96x112,32,96,112,1.1697226,1.138828,1.316328,0.04546315121919,20,414
matmul_32x96x128,32,96,128,1.1723594,1.12125,1.299922,0.0578720152427114,20,414
matmul_32x96x32,32,96,32,1.1674258,1.126172,1.3425,0.0660484315185694,20,414
matmul_32x96x48,32,96,48,1.1568906,1.119922,1.240078,0.0451812042667022,20,414
matmul_32x96x64,32,96,64,1.1770351,1.1375,1.260078,0.0507983831051219,20,414
matmul_32x96x80,32,96,80,1.1707226,1.12875,1.31125,0.0641915862894654,20,414
matmul_32x96x96,32,96,96,1.1260078,1.09625,1.242578,0.0396700038921097,20,414
matmul_48x112x112,48,112,112,1.1970547,1.140078,1.367422,0.0645684409836814,20,430
matmul_48x112x128,48,112,128,1.1840859,1.15125,1.304922,0.0515739008760091,20,430
matmul_48x112x32,48,112,32,1.2492343,1.207578,1.352656,0.0553407872436539,20,430
matmul_48x112x48,48,112,48,1.2263086,1.199922,1.45125,0.0540812919228276,20,430
matmul_48x112x64,48,112,64,1.1605664,1.135156,1.231406,0.0330473480843853,20,430
matmul_48x112x80,48,112,80,1.193375,1.132578,1.281328,0.0550259005254033,20,430
matmul_48x112x96,48,112,96,1.2169336,1.18125,1.32,0.0455393578097706,20,430
matmul_48x128x112,48,128,112,1.207289,1.155156,1.325078,0.0563996476902023,20,430
matmul_48x128x128,48,128,128,1.1694453,1.146172,1.275,0.0389120816322886,20,430
matmul_48x128x32,48,128,32,1.2292812,1.207656,1.3125,0.0346077676489268,20,430
matmul_48x128x48,48,128,48,1.195625,1.12625,1.31375,0.0680860638974866,20,430
matmul_48x128x64,48,128,64,1.1792773,1.131406,1.301406,0.0609698791182559,20,430
matmul_48x128x80,48,128,80,1.2088281,1.135,1.3225,0.065326776982619,20,430
matmul_48x128x96,48,128,96,1.2194453,1.1825,1.310078,0.0475264957516496,20,430
matmul_48x32x112,48,32,112,1.1828242,1.122578,1.316328,0.0727900370276331,20,414
matmul_48x32x128,48,32,128,1.1941562,1.137578,1.300078,0.0445013585689719,20,414
matmul_48x32x32,48,32,32,1.2357031,1.201094,1.34,0.0471886528486847,20,414
matmul_48x32x48,48,32,48,1.1729492,1.127344,1.317344,0.0580355771806806,20,414
matmul_48x32x64,48,32,64,1.1813164,1.130156,1.331172,0.0516545250745148,20,414
matmul_48x32x80,48,32,80,1.1966523,1.143672,1.332422,0.0532465132845137,20,414
matmul_48x32x96,48,32,96,1.1770898,1.12875,1.315156,0.0680387188495987,20,414
matmul_48x48x112,48,48,112,1.1993906,1.137578,1.342422,0.0673797841058233,20,430
matmul_48x48x128,48,48,128,1.1945508,1.105,1.352422,0.080659087539438,20,430
matmul_48x48x32,48,48,32,1.2388476,1.196406,1.39125,0.0621198059731948,20,430
matmul_48x48x48,48,48,48,1.1608515,1.104922,1.273672,0.0561661088928002,20,430
matmul_48x48x64,48,48,64,1.1645976,1.11625,1.337422,0.0679273469295262,20,430
matmul_48x48x80,48,48,80,1.1994804,1.145078,1.323828,0.0674016286781199,20,430
matmul_48x48x96,48,48,96,1.1921836,1.148828,1.293828,0.0500910620395758,20,430
matmul_48x64x112,48,64,112,1.1704062,1.15,1.251328,0.029661531329316,20,430
matmul_48x64x128,48,64,128,1.1811054,1.150078,1.29625,0.0427700175262998,20,430
matmul_48x64x32,48,64,32,1.2646875,1.18375,1.413672,0.0774083718874331,20,430
matmul_48x64x48,48,64,48,1.2046289,1.166172,1.2825,0.0377463048953487,20,430
matmul_48x64x64,48,64,64,1.1792734,1.132422,1.27125,0.0468236059453596,20,430
matmul_48x64x80,48,64,80,1.2026367,1.14875,1.319922,0.0621725100879971,20,430
matmul_48x64x96,48,64,96,1.1758867,1.153672,1.286094,0.0352313814437013,20,430
matmul_48x80x112,48,80,112,1.1901484,1.142344,1.28875,0.0475510560737226,20,430
matmul_48x80x128,48,80,128,1.1988867,1.150078,1.393906,0.0710333434893338,20,430
matmul_48x80x32,48,80,32,1.2637891,1.20875,1.397422,0.0646806702353549,20,430
matmul_48x80x48,48,80,48,1.1761836,1.132656,1.266094,0.0531876813145774,20,430
matmul_48x80x64,48,80,64,1.17675,1.12,1.326094,0.074516782290618,20,430
matmul_48x80x80,48,80,80,1.1926484,1.142656,1.3175,0.056389178336945,20,430
matmul_48x80x96,48,80,96,1.1810547,1.133906,1.284844,0.0520232279509026,20,430
matmul_48x96x112,48,96,112,1.1983984,1.150078,1.32625,0.0509931032843503,20,430
matmul_48x96x128,48,96,128,1.1975,1.165078,1.293594,0.0472735534076873,20,430
matmul_48x96x32,48,96,32,1.2342109,1.213906,1.311094,0.0308008851169811,20,430
matmul_48x96x48,48,96,48,1.1834375,1.116328,1.31625,0.0618051225908798,20,430
matmul_48x96x64,48,96,64,1.186457,1.139844,1.3825,0.063573394300976,20,430
matmul_48x96x80,48,96,80,1.2015429,1.140156,1.367578,0.0744955690903475,20,430
matmul_48x96x96,48,96,96,1.1712109,1.146172,1.271406,0.0388720556182648,20,430
matmul_64x112x112,64,112,112,1.2159609,1.165,1.337422,0.0620270653776067,20,446
matmul_64x112x128,64,112,128,1.2152812,1.166406,1.352344,0.0673407434670477,20,446
matmul_64x112x32,64,112,32,1.2522539,1.225,1.415078,0.0507017525181381,20,446
matmul_64x112x48,64,112,48,1.2389843,1.220156,1.333828,0.028839615409327,20,446
matmul_64x112x64,64,112,64,1.2284648,1.147656,1.376172,0.0682519853157169,20,446
matmul_64x112x80,64,112,80,1.2165742,1.168828,1.324922,0.0555176259309647,20,446
matmul_64x112x96,64,112,96,1.2145234,1.148906,1.308828,0.0662041162787679,20,446
matmul_64x128x112,64,128,112,1.1969922,1.15,1.33125,0.057395111029278,20,446
matmul_64x128x128,64,128,128,1.2032695,1.158906,1.346406,0.0542996871634877,20,446
matmul_64x128x32,64,128,32,1.2450234,1.217344,1.38875,0.0456755257514752,20,446
matmul_64x128x48,64,128,48,1.2345156,1.172422,1.334922,0.0634155372049269,20,446
matmul_64x128x64,64,128,64,1.2009531,1.141406,1.33375,0.0611275250378471,20,446
matmul_64x128x80,64,128,80,1.1926796,1.14875,1.33125,0.0649369600105404,20,446
matmul_64x128x96,64,128,96,1.2026836,1.1525,1.298594,0.0589331584284933,20,446
matmul_64x32x112,64,32,112,1.1585664,1.1425,1.241172,0.0250364633251499,20,414
matmul_64x32x128,64,32,128,1.1499531,1.14,1.212578,0.0183879287231138,20,414
matmul_64x32x32,64,32,32,1.2326172,1.19875,1.406094,0.0542781328787201,20,414
matmul_64x32x48,64,32,48,1.1349219,1.08375,1.24625,0.0409809850153895,20,414
matmul_64x32x64,64,32,64,1.132168,1.110156,1.263672,0.0432356962218659,20,414
matmul_64x32x80,64,32,80,1.184332,1.125,1.293906,0.0610029576332164,20,414
matmul_64x32x96,64,32,96,1.1795664,1.143906,1.3275,0.0547542192196902,20,414
matmul_64x48x112,64,48,112,1.2065781,1.15375,1.33625,0.0680633342254418,20,430
matmul_64x48x128,64,48,128,1.1863242,1.153828,1.312656,0.0487280011488045,20,430
matmul_64x48x32,64,48,32,1.272668,1.2175,1.416172,0.0596090137055409,20,430
matmul_64x48x48,64,48,48,1.2625664,1.224844,1.42125,0.0688019632326991,20,430
matmul_64x48x64,64,48,64,1.2179492,1.155,1.352344,0.0651836179755231,20,430
matmul_64x48x80,64,48,80,1.2091602,1.147578,1.339844,0.0686611515162456,20,430
matmul_64x48x96,64,48,96,1.2023906,1.156172,1.36,0.0700016893844262,20,430
matmul_64x64x112,64,64,112,1.2160195,1.192422,1.34,0.0375808112843439,20,446
matmul_64x64x128,64,64,128,1.2095859,1.152656,1.330156,0.060979098998971,20,446
matmul_64x64x32,64,64,32,1.260582,1.22375,1.402422,0.0475206951880745,20,446
matmul_64x64x48,64,64,48,1.2837852,1.2125,1.402656,0.057701634333873,20,446
matmul_64x64x64,64,64,64,1.2027226,1.155,1.338672,0.0593120165124989,20,446
matmul_64x64x80,64,64,80,1.2190039,1.1675,1.315,0.059360686364577,20,446
matmul_64x64x96,64,64,96,1.2073711,1.1625,1.343906,0.0537034455916054,20,446
matmul_64x80x112,64,80,112,1.2203281,1.188594,1.327578,0.0467478553922952,20,446
matmul_64x80x128,64,80,128,1.2060429,1.17125,1.351328,0.0559616883138531,20,446
matmul_64x80x32,64,80,32,1.2431875,1.202578,1.407656,0.0574473956493655,20,446
matmul_64x80x48,64,80,48,1.2559492,1.21625,1.39875,0.0585877361242813,20,446
matmul_64x80x64,64,80,64,1.2303945,1.183906,1.431328,0.0621981684444333,20,446
matmul_64x80x80,64,80,80,1.1908789,1.14625,1.357656,0.060434705729581,20,446
matmul_64x80x96,64,80,96,1.2230312,1.173672,1.362344,0.0623412692621914,20,446
matmul_64x96x112,64,96,112,1.2483906,1.219922,1.331328,0.0354602212187714,20,446
matmul_64x96x128,64,96,128,1.2352461,1.16625,1.339922,0.0658446848607427,20,446
matmul_64x96x32,64,96,32,1.2342461,1.205,1.397578,0.0512769066538678,20,446
matmul_64x96x48,64,96,48,1.2619648,1.233594,1.356172,0.0452264745447549,20,446
matmul_64x96x64,64,96,64,1.2108242,1.146406,1.33375,0.0662933376247687,20,446
matmul_64x96x80,64,96,80,1.2017265,1.15125,1.352344,0.0747485590915514,20,446
matmul_64x96x96,64,96,96,1.2045078,1.157656,1.331172,0.0594917576383927,20,446
matmul_80x112x112,80,112,112,1.2217265,1.162656,1.351406,0.0648197264512164,20,462
matmul_80x112x128,80,112,128,1.2169023,1.180078,1.318906,0.0434337795210618,20,462
matmul_80x112x32,80,112,32,1.2857187,1.2325,1.413906,0.0618522114186627,20,462
matmul_80x112x48,80,112,48,1.2679414,1.217656,1.379922,0.0511186366596062,20,462
matmul_80x112x64,80,112,64,1.2271875,1.1975,1.36625,0.0457223101266306,20,462
matmul_80x112x80,80,112,80,1.1945703,1.155078,1.323672,0.0541580275442543,20,462
matmul_80x112x96,80,112,96,1.200457,1.159922,1.3575,0.0526458299383221,20,462
matmul_80x128x112,80,128,112,1.2586289,1.21625,1.39625,0.0534771134656785,20,462
matmul_80x128x128,80,128,128,1.2160742,1.162422,1.332578,0.0656171317036223,20,462
matmul_80x128x32,80,128,32,1.2634414,1.216172,1.376406,0.0579168038013875,20,462
matmul_80x128x48,80,128,48,1.2861367,1.23375,1.395,0.0615324572161973,20,462
matmul_80x128x64,80,128,64,1.2813945,1.23625,1.411328,0.0634642470119158,20,462
matmul_80x128x80,80,128,80,1.1969453,1.161406,1.291328,0.0471270917068661,20,462
matmul_80x128x96,80,128,96,1.2249296,1.176406,1.341328,0.0542124731874016,20,462
matmul_80x32x112,80,32,112,1.149039,1.132656,1.31125,0.0403164838979633,20,414
matmul_80x32x128,80,32,128,1.1694453,1.148828,1.296406,0.0383359602916662,20,414
matmul_80x32x32,80,32,32,1.2514179,1.198906,1.373906,0.0572339391232896,20,414
matmul_80x32x48,80,32,48,1.1352422,1.1175,1.229922,0.0256698228472758,20,414
matmul_80x32x64,80,32,64,1.1511484,1.125,1.241172,0.0303038791444263,20,414
matmul_80x32x80,80,32,80,1.2126367,1.190156,1.325,0.0385077019132809,20,414
matmul_80x32x96,80,32,96,1.1725508,1.144844,1.360078,0.0512672513482047,20,414
matmul_80x48x112,80,48,112,1.1892421,1.142578,1.321406,0.0645410015627764,20,430
matmul_80x48x128,80,48,128,1.2029805,1.158594,1.330078,0.0562668829208761,20,430
matmul_80x48x32,80,48,32,1.2470429,1.220156,1.33125,0.0376695564165687,20,430
matmul_80x48x48,80,48,48,1.2692227,1.221094,1.4075,0.0673122129382336,20,430
matmul_80x48x64,80,48,64,1.1836992,1.145156,1.325078,0.0581388561667577,20,430
matmul_80x48x80,80,48,80,1.2070976,1.158906,1.36625,0.0662768412028785,20,430
matmul_80x48x96,80,48,96,1.2172187,1.155078,1.3575,0.067527493336613,20,430
matmul_80x64x112,80,64,112,1.2256406,1.1675,1.363672,0.0584117004144312,20,446
matmul_80x64x128,80,64,128,1.2053945,1.157656,1.32125,0.0553558054080005,20,446
matmul_80x64x32,80,64,32,1.2555664,1.23,1.338906,0.0311121744564812,20,446
matmul_80x64x48,80,64,48,1.2687578,1.226172,1.350156,0.0484205127123444,20,446
matmul_80x64x64,80,64,64,1.2615937,1.22125,1.38875,0.0554340511856443,20,446
matmul_80x64x80,80,64,80,1.2189179,1.162578,1.345078,0.0731891438584051,20,446
matmul_80x64x96,80,64,96,1.2072851,1.171172,1.331328,0.0543438287765477,20,446
matmul_80x80x112,80,80,112,1.2321406,1.170156,1.503906,0.0851531536594351,20,462
matmul_80x80x128,80,80,128,1.2314961,1.175,1.387422,0.0663725983678109,20,462
matmul_80x80x32,80,80,32,1.2283906,1.200078,1.367578,0.0506648421194566,20,462
matmul_80x80x48,80,80,48,1.2629336,1.228672,1.391172,0.0536348837883468,20,462
matmul_80x80x64,80,80,64,1.2741132,1.2225,1.401094,0.0714437919733887,20,462
matmul_80x80x80,80,80,80,1.2014492,1.16875,1.381172,0.0552303622271968,20,462
matmul_80x80x96,80,80,96,1.2411406,1.195,1.35375,0.0562166797914902,20,462
matmul_80x96x112,80,96,112,1.2400078,1.180156,1.376328,0.0723399908703048,20,462
matmul_80x96x128,80,96,128,1.2478672,1.172578,1.354844,0.0710574794415723,20,462
matmul_80x96x32,80,96,32,1.2772578,1.241406,1.436172,0.0558135523851746,20,462
matmul_80x96x48,80,96,48,1.2851719,1.232422,1.42875,0.0682712331358106,20,462
matmul_80x96x64,80,96,64,1.2968281,1.243906,1.408594,0.0539920951152744,20,462
matmul_80x96x80,80,96,80,1.1902539,1.157422,1.287656,0.0435856861075188,20,462
matmul_80x96x96,80,96,96,1.2338554,1.16125,1.351328,0.0749481957652294,20,462
matmul_96x112x112,96,112,112,1.2304062,1.182578,1.335,0.0547143708665859,20,478
matmul_96x112x128,96,112,128,1.2564492,1.190078,1.340156,0.0593485551614137,20,478
matmul_96x112x32,96,112,32,1.2984492,1.238594,1.42,0.0671730298397551,20,478
matmul_96x112x48,96,112,48,1.2793906,1.243828,1.34875,0.0406193628657694,20,478
matmul_96x112x64,96,112,64,1.3156015,1.241406,1.444922,0.0559799553632698,20,478
matmul_96x112x80,96,112,80,1.3064883,1.246094,1.41,0.0643358410915555,20,478
matmul_96x112x96,96,112,96,1.2350273,1.177578,1.34375,0.0646246066327028,20,478
matmul_96x128x112,96,128,112,1.253039,1.180078,1.35625,0.0670077798326825,20,478
matmul_96x128x128,96,128,128,1.2535898,1.205,1.348672,0.0583252118092122,20,478
matmul_96x128x32,96,128,32,1.2710078,1.235078,1.36625,0.044408909119917,20,478
matmul_96x128x48,96,128,48,1.251,1.192422,1.4275,0.0593846013533368,20,478
matmul_96x128x64,96,128,64,1.2749179,1.233828,1.37375,0.0473299215228368,20,478
matmul_96x128x80,96,128,80,1.2957187,1.254922,1.430156,0.0571201326818265,20,478
matmul_96x128x96,96,128,96,1.2224961,1.168828,1.338906,0.0657844314376009,20,478
matmul_96x32x112,96,32,112,1.2108672,1.153828,1.3375,0.0716888705196207,20,414
matmul_96x32x128,96,32,128,1.1670234,1.14,1.283672,0.0463981479716593,20,414
