kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count,scale_sim_cycles
matmul_3584x2048x3072,3584,2048,3072,62.320789,62.147578,62.672656,0.1746002967268715,10,1522944
matmul_3584x2048x3584,3584,2048,3584,72.7583984,72.405078,73.050234,0.2232730284368827,10,1776768
matmul_3584x2048x4096,3584,2048,4096,85.194164,84.480234,86.131406,0.5915440336265004,10,2030592
matmul_3584x2560x1024,3584,2560,1024,31.1988438,30.999922,31.371094,0.1060756204871469,10,634560
matmul_3584x2560x1536,3584,2560,1536,42.8187734,42.39875,43.518828,0.358889006252536,10,951840
matmul_3584x2560x2048,3584,2560,2048,58.2709062,57.685156,58.771328,0.3176209014819046,10,1269120
matmul_3584x2560x2560,3584,2560,2560,65.4151874,64.998906,65.6625,0.179942557446781,10,1586400
matmul_3584x2560x3072,3584,2560,3072,76.641836,76.447344,76.94,0.1500325958272617,10,1903680
matmul_3584x2560x3584,3584,2560,3584,89.6031718,89.285078,90.003828,0.1868721690293482,10,2220960
matmul_3584x2560x4096,3584,2560,4096,106.963289,105.821328,108.166172,0.7502205515625988,10,2538240
matmul_3584x3072x1024,3584,3072,1024,36.3,35.87125,36.902422,0.358937147780622,10,761472
matmul_3584x3072x1536,3584,3072,1536,47.3386172,47.072578,47.765,0.1865291481736838,10,1142208
matmul_3584x3072x2048,3584,3072,2048,63.7617656,63.541406,63.937734,0.1201174720894316,10,1522944
matmul_3584x3072x2560,3584,3072,2560,77.4327344,77.060156,77.729922,0.2151655051366528,10,1903680
matmul_3584x3072x3072,3584,3072,3072,90.768625,90.487344,91.141406,0.1646819980238029,10,2284416
matmul_3584x3072x3584,3584,3072,3584,106.4303046,106.031328,106.875078,0.2921659522304257,10,2665152
matmul_3584x3072x4096,3584,3072,4096,125.0352108,124.363906,126.343672,0.5898602506870764,10,3045888
matmul_3584x3584x1024,3584,3584,1024,43.5053438,43.018828,44.167422,0.421110083437627,10,888384
matmul_3584x3584x1536,3584,3584,1536,62.1402734,61.783828,62.500078,0.2322194539463819,10,1332576
matmul_3584x3584x2048,3584,3584,2048,71.912047,71.683594,72.11875,0.143643132226285,10,1776768
matmul_3584x3584x2560,3584,3584,2560,89.8404218,89.645078,90.011328,0.1387100624642822,10,2220960
matmul_3584x3584x3072,3584,3584,3072,105.267664,104.965078,105.661328,0.239061202174022,10,2665152
matmul_3584x3584x3584,3584,3584,3584,122.990203,122.455078,123.775078,0.4060763493611061,10,3109344
matmul_3584x3584x4096,3584,3584,4096,147.8960624,146.986406,148.96,0.6626782765648332,10,3553536
matmul_3584x4096x1024,3584,4096,1024,43.2949218,43.181328,43.551328,0.1096681018282988,10,1003072
matmul_3584x4096x1536,3584,4096,1536,62.5843046,62.17375,62.948828,0.2532377693544157,10,1504608
matmul_3584x4096x2048,3584,4096,2048,80.4473828,80.077422,80.712344,0.1698065825296543,10,2006144
matmul_3584x4096x2560,3584,4096,2560,103.0456718,102.590156,103.266328,0.2177386168361819,10,2507680
matmul_3584x4096x3072,3584,4096,3072,138.217039,137.948828,138.460078,0.1813853931256166,10,3009216
matmul_3584x4096x3584,3584,4096,3584,144.8564452,144.4525,145.187656,0.258251318750989,10,3510752
matmul_3584x4096x4096,3584,4096,4096,161.6280156,160.980078,162.18875,0.3641498145211995,10,4012288
matmul_4096x1024x1024,4096,1024,1024,15.8806796,15.585078,16.105156,0.1552779572388391,10,286592
matmul_4096x1024x1536,4096,1024,1536,21.4518126,21.3,21.587344,0.0962923926800262,10,429888
matmul_4096x1024x2048,4096,1024,2048,27.4711954,27.304922,27.642422,0.1213582597767636,10,573184
matmul_4096x1024x2560,4096,1024,2560,32.4930624,32.276328,32.605,0.1035243588675301,10,716480
matmul_4096x1024x3072,4096,1024,3072,38.2163514,38.068672,38.56,0.1472355924996101,10,859776
matmul_4096x1024x3584,4096,1024,3584,45.9897734,45.71125,46.231328,0.1504869083565443,10,1003072
matmul_4096x1024x4096,4096,1024,4096,51.0558046,50.70375,51.425234,0.1893630236252292,10,1146368
matmul_4096x1536x1024,4096,1536,1024,22.0520234,21.795156,22.246328,0.1245730587140645,10,429888
matmul_4096x1536x1536,4096,1536,1536,30.3464454,30.195,30.51125,0.1154479739875164,10,644832
matmul_4096x1536x2048,4096,1536,2048,39.5798828,39.0,40.083906,0.3321261127452773,10,859776
matmul_4096x1536x2560,4096,1536,2560,45.7524374,45.548906,45.94625,0.1451666896258679,10,1074720
matmul_4096x1536x3072,4096,1536,3072,54.8294766,54.660078,55.021328,0.1278246052858717,10,1289664
matmul_4096x1536x3584,4096,1536,3584,65.1165624,64.489922,65.518906,0.2927867656781391,10,1504608
matmul_4096x1536x4096,4096,1536,4096,74.5560156,74.026328,75.123672,0.3273718566792196,10,1719552
matmul_4096x2048x1024,4096,2048,1024,28.5051876,28.39,28.618594,0.0630637574861082,10,573184
matmul_4096x2048x1536,4096,2048,1536,38.0434608,37.662578,38.368828,0.1853421044284199,10,859776
matmul_4096x2048x2048,4096,2048,2048,50.2475468,49.82125,50.46875,0.2050079749867734,10,1146368
matmul_4096x2048x2560,4096,2048,2560,59.9816094,59.77125,60.2375,0.171334299011674,10,1432960
matmul_4096x2048x3072,4096,2048,3072,71.3862812,71.128828,71.731328,0.1678314294078053,10,1719552
matmul_4096x2048x3584,4096,2048,3584,84.8596484,84.520078,85.545,0.2786509357661997,10,2006144
matmul_4096x2048x4096,4096,2048,4096,97.7490546,97.201406,98.365,0.358705707491128,10,2292736
matmul_4096x2560x1024,4096,2560,1024,34.6086642,34.342344,34.8225,0.1441826076533975,10,716480
matmul_4096x2560x1536,4096,2560,1536,47.3163202,46.90875,47.922578,0.3483835797603308,10,1074720
matmul_4096x2560x2048,4096,2560,2048,65.030203,64.586328,65.386406,0.2512288338799245,10,1432960
matmul_4096x2560x2560,4096,2560,2560,73.6685156,73.36875,73.97125,0.1910012002307814,10,1791200
matmul_4096x2560x3072,4096,2560,3072,87.8876484,87.460156,88.372422,0.2878053373836025,10,2149440
matmul_4096x2560x3584,4096,2560,3584,104.9490546,104.228672,105.505,0.3830446217047463,10,2507680
matmul_4096x2560x4096,4096,2560,4096,121.497578,120.74875,121.885156,0.3755157262337888,10,2865920
matmul_4096x3072x1024,4096,3072,1024,41.7870702,41.19,42.536328,0.4547808813634693,10,859776
matmul_4096x3072x1536,4096,3072,1536,54.2447968,54.009922,54.433828,0.1461136357411966,10,1289664
matmul_4096x3072x2048,4096,3072,2048,69.8594218,69.584844,70.303828,0.2348012542621226,10,1719552
matmul_4096x3072x2560,4096,3072,2560,85.9961796,85.565,86.457734,0.2547621092318615,10,2149440
matmul_4096x3072x3072,4096,3072,3072,104.3809686,104.132656,104.543984,0.1316488111641477,10,2579328
matmul_4096x3072x3584,4096,3072,3584,124.6038906,124.038984,125.009922,0.3171267388594043,10,3009216
matmul_4096x3072x4096,4096,3072,4096,143.912578,143.2475,144.581484,0.4236719522366314,10,3439104
matmul_4096x3584x1024,4096,3584,1024,48.5375312,48.056172,49.243828,0.3829903005168101,10,1003072
matmul_4096x3584x1536,4096,3584,1536,69.301617,69.122734,69.500234,0.1363969323514619,10,1504608
matmul_4096x3584x2048,4096,3584,2048,85.2896406,85.06375,85.512578,0.1712850308022666,10,2006144
matmul_4096x3584x2560,4096,3584,2560,101.1976406,100.863906,101.51125,0.2085613529493039,10,2507680
matmul_4096x3584x3072,4096,3584,3072,120.949289,120.49625,121.459922,0.2932968442687383,10,3009216
matmul_4096x3584x3584,4096,3584,3584,146.0281562,145.667422,146.505078,0.3089704147152144,10,3510752
matmul_4096x3584x4096,4096,3584,4096,170.10578900000002,169.046172,171.273828,0.8162818734667872,10,4012288
matmul_4096x4096x1024,4096,4096,1024,55.5653046,55.311172,55.800156,0.1450282066267727,10,1146368
matmul_4096x4096x1536,4096,4096,1536,70.139539,69.732578,70.62875,0.2732266000394383,10,1719552
matmul_4096x4096x2048,4096,4096,2048,95.9728358,95.443828,97.1,0.5123504795599279,10,2292736
matmul_4096x4096x2560,4096,4096,2560,114.7213906,114.37375,114.91875,0.1826282713079589,10,2865920
matmul_4096x4096x3072,4096,4096,3072,137.3573436,137.003984,138.106328,0.3576550218021087,10,3439104
matmul_4096x4096x3584,4096,4096,3584,165.601039,165.133672,166.13875,0.3686979924476011,10,4012288
matmul_4096x4096x4096,4096,4096,4096,189.2674452,188.877656,189.531172,0.2012426331950789,10,4585472
