Operation_Type,Operation,Input_Shapes,Predicted_Latency_us,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(32, 128), (128, 128)]",0.9291100000000001,matmul_linear_1,1.1308662,-17.84085508966489
matmul,linear,"[(34, 128), (128, 128)]",0.92983,matmul_linear_2,1.1525268999999998,-19.32249043384582
matmul,linear,"[(36, 128), (128, 128)]",0.93055,matmul_linear_3,1.1378482,-18.21844073752545
matmul,linear,"[(38, 128), (128, 128)]",0.93127,matmul_linear_4,1.1594197999999998,-19.677928563924798
matmul,linear,"[(40, 128), (128, 128)]",0.9319900000000001,matmul_linear_5,1.1844465999999998,-21.314308302290684
matmul,linear,"[(42, 128), (128, 128)]",0.93271,matmul_linear_6,1.1782946,-20.84237677063105
matmul,linear,"[(44, 128), (128, 128)]",0.93343,matmul_linear_7,1.1205712999999997,-16.700525883538138
matmul,linear,"[(46, 128), (128, 128)]",0.93415,matmul_linear_8,1.1314288000000001,-17.436254053282017
matmul,linear,"[(48, 128), (128, 128)]",0.9348700000000001,matmul_linear_9,1.1366964000000002,-17.75552381445037
matmul,linear,"[(50, 128), (128, 128)]",0.93559,matmul_linear_10,1.1788569999999998,-20.63583623798305
matmul,linear,"[(52, 128), (128, 128)]",0.9363100000000001,matmul_linear_11,1.1606877,-19.331444625457813
matmul,linear,"[(54, 128), (128, 128)]",0.93703,matmul_linear_12,1.1778661000000001,-20.44681479499241
matmul,linear,"[(56, 128), (128, 128)]",0.9377500000000001,matmul_linear_13,1.206875,-22.299326773692375
matmul,linear,"[(58, 128), (128, 128)]",0.93847,matmul_linear_14,1.1675536000000002,-19.620820834264066
matmul,linear,"[(60, 128), (128, 128)]",0.9391900000000001,matmul_linear_15,1.1604196,-19.064621107744124
matmul,linear,"[(62, 128), (128, 128)]",0.93991,matmul_linear_16,1.1800088,-20.34720419034163
matmul,linear,"[(64, 128), (128, 128)]",0.9406300000000001,matmul_linear_17,1.1828035000000001,-20.474533597507957
matmul,linear,"[(66, 128), (128, 128)]",0.94135,matmul_linear_18,1.1694107,-19.50219029122959
matmul,linear,"[(68, 128), (128, 128)]",0.9420700000000001,matmul_linear_19,1.2151427,-22.472479981157754
matmul,linear,"[(70, 128), (128, 128)]",0.94279,matmul_linear_20,1.1854377,-20.469038566936078
matmul,linear,"[(72, 128), (128, 128)]",0.9435100000000001,matmul_linear_21,1.1902945,-20.733062279965164
matmul,linear,"[(74, 128), (128, 128)]",0.94423,matmul_linear_22,1.1948215999999998,-20.97313942098133
matmul,linear,"[(76, 128), (128, 128)]",0.9449500000000001,matmul_linear_23,1.163875,-18.81000966598646
matmul,linear,"[(78, 128), (128, 128)]",0.94567,matmul_linear_24,1.1792767,-19.809320408009416
matmul,linear,"[(80, 128), (128, 128)]",0.9463900000000001,matmul_linear_25,1.1935713000000001,-20.70938703033493
matmul,linear,"[(82, 128), (128, 128)]",0.9471100000000001,matmul_linear_26,1.1984553999999998,-20.97244503216388
matmul,linear,"[(84, 128), (128, 128)]",0.9478300000000001,matmul_linear_27,1.2471606999999998,-24.000972769587733
matmul,linear,"[(86, 128), (128, 128)]",0.94855,matmul_linear_28,1.1937053,-20.537338654691403
matmul,linear,"[(88, 128), (128, 128)]",0.9492700000000001,matmul_linear_29,1.1945624,-20.534080094936847
matmul,linear,"[(90, 128), (128, 128)]",0.9499900000000001,matmul_linear_30,1.1883035999999998,-20.05494218817478
matmul,linear,"[(92, 128), (128, 128)]",0.95071,matmul_linear_31,1.2091429,-21.373230575145417
matmul,linear,"[(94, 128), (128, 128)]",0.95143,matmul_linear_32,1.1913123999999997,-20.135977767040767
matmul,linear,"[(96, 128), (128, 128)]",0.95215,matmul_linear_33,1.2385624,-23.12458379166039
matmul,linear,"[(98, 128), (128, 128)]",0.9528700000000001,matmul_linear_34,1.271134,-25.037800892746155
matmul,linear,"[(100, 128), (128, 128)]",0.95359,matmul_linear_35,1.2558573,-24.06860238022265
matmul,linear,"[(102, 128), (128, 128)]",0.95431,matmul_linear_36,1.2160357000000002,-21.522863185677863
matmul,linear,"[(104, 128), (128, 128)]",0.95503,matmul_linear_37,1.230116,-22.362606453375125
matmul,linear,"[(106, 128), (128, 128)]",0.9557500000000001,matmul_linear_38,1.2208481000000002,-21.714257490346263
matmul,linear,"[(108, 128), (128, 128)]",0.95647,matmul_linear_39,1.2428571,-23.04264102445888
matmul,linear,"[(110, 128), (128, 128)]",0.95719,matmul_linear_40,1.217,-21.34839769926048
matmul,linear,"[(112, 128), (128, 128)]",0.95791,matmul_linear_41,1.2345802999999997,-22.410069235674644
matmul,linear,"[(114, 128), (128, 128)]",0.9586300000000001,matmul_linear_42,1.271866,-24.62806616420282
matmul,linear,"[(116, 128), (128, 128)]",0.95935,matmul_linear_43,1.2508928000000001,-23.30677736733316
matmul,linear,"[(118, 128), (128, 128)]",0.9600700000000001,matmul_linear_44,1.2680178000000002,-24.28576318092696
matmul,linear,"[(120, 128), (128, 128)]",0.96079,matmul_linear_45,1.2561605000000002,-23.513754810790513
matmul,linear,"[(122, 128), (128, 128)]",0.9615100000000001,matmul_linear_46,1.3431159,-28.411985890420908
matmul,linear,"[(124, 128), (128, 128)]",0.96223,matmul_linear_47,1.3471427,-28.57252613253221
