LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 383, 0, 0.0001274885770234987, 0.0244140625, 9.555406066536203e-05,
1, 383, 0, 0.0005099543080939948, 0.09765625, 0.0003822162426614481,
2, 383, 0, 0.0020398172323759793, 0.390625, 0.0015288649706457925,
3, 383, 0, 0.008159268929503917, 1.5625, 0.00611545988258317,
4, 1535, 0, 0.008143322475570033, 1.5625, 0.00611545988258317,
5, 383, 0, 0.0005099543080939948, 0.09765625, 0.0003822162426614481,
6, 383, 0, 0.0020398172323759793, 0.390625, 0.0015288649706457925,
7, 383, 0, 0.008159268929503917, 1.5625, 0.00611545988258317,
8, 383, 0, 0.03263707571801567, 6.25, 0.02446183953033268,
9, 1535, 0, 0.03257328990228013, 6.25, 0.02446183953033268,
10, 383, 0, 0.0020398172323759793, 0.390625, 0.0015288649706457925,
11, 383, 0, 0.008159268929503917, 1.5625, 0.00611545988258317,
12, 383, 0, 0.03263707571801567, 6.25, 0.02446183953033268,
13, 383, 0, 0.13054830287206268, 25.0, 0.09784735812133072,
14, 1535, 0, 0.13029315960912052, 25.0, 0.09784735812133072,
15, 383, 0, 0.008159268929503917, 1.5625, 0.00611545988258317,
16, 383, 0, 0.03263707571801567, 6.25, 0.02446183953033268,
17, 383, 0, 0.13054830287206268, 25.0, 0.09784735812133072,
18, 383, 0, 0.5221932114882507, 100.0, 0.3913894324853229,
19, 1535, 0, 0.5211726384364821, 100.0, 0.3913894324853229,
20, 1535, 0, 0.008143322475570033, 1.5625, 0.00611545988258317,
21, 1535, 0, 0.03257328990228013, 6.25, 0.02446183953033268,
22, 1535, 0, 0.13029315960912052, 25.0, 0.09784735812133072,
23, 1535, 0, 0.5211726384364821, 100.0, 0.3913894324853229,
24, 6143, 0, 0.520918118183298, 100.0, 0.3913894324853229,
25, 389, 0, 0.0005020886889460154, 0.0244140625, 0.00037778046421663446,
26, 389, 0, 0.0020083547557840616, 0.09765625, 0.0015111218568665378,
27, 389, 0, 0.008033419023136246, 0.390625, 0.006044487427466151,
28, 389, 0, 0.032133676092544985, 1.5625, 0.024177949709864605,
29, 1559, 0, 0.03207184092366902, 1.5625, 0.024177949709864605,
30, 389, 0, 0.0020083547557840616, 0.09765625, 0.0015111218568665378,
31, 389, 0, 0.008033419023136246, 0.390625, 0.006044487427466151,
32, 389, 0, 0.032133676092544985, 1.5625, 0.024177949709864605,
33, 389, 0, 0.12853470437017994, 6.25, 0.09671179883945842,
34, 1559, 0, 0.12828736369467608, 6.25, 0.09671179883945842,
35, 389, 0, 0.008033419023136246, 0.390625, 0.006044487427466151,
36, 389, 0, 0.032133676092544985, 1.5625, 0.024177949709864605,
37, 389, 0, 0.12853470437017994, 6.25, 0.09671179883945842,
38, 389, 0, 0.5141388174807198, 25.0, 0.3868471953578337,
39, 1559, 0, 0.5131494547787043, 25.0, 0.3868471953578337,
40, 389, 0, 0.032133676092544985, 1.5625, 0.024177949709864605,
41, 389, 0, 0.12853470437017994, 6.25, 0.09671179883945842,
42, 389, 0, 0.5141388174807198, 25.0, 0.3868471953578337,
43, 389, 0, 2.056555269922879, 100.0, 1.5473887814313347,
44, 1559, 0, 2.0525978191148173, 100.0, 1.5473887814313347,
45, 1559, 0, 0.03207184092366902, 1.5625, 0.024177949709864605,
46, 1559, 0, 0.12828736369467608, 6.25, 0.09671179883945842,
47, 1559, 0, 0.5131494547787043, 25.0, 0.3868471953578337,
48, 1559, 0, 2.0525978191148173, 100.0, 1.5473887814313347,
49, 6239, 0, 2.051610835069723, 100.0, 1.5473887814313352,
50, 413, 0, 0.0018916464891041162, 0.0244140625, 0.0014440850277264326,
51, 413, 0, 0.007566585956416465, 0.09765625, 0.00577634011090573,
52, 413, 0, 0.03026634382566586, 0.390625, 0.02310536044362292,
53, 413, 0, 0.12106537530266344, 1.5625, 0.09242144177449169,
54, 1655, 0, 0.12084592145015106, 1.5625, 0.09242144177449169,
55, 413, 0, 0.007566585956416465, 0.09765625, 0.00577634011090573,
56, 413, 0, 0.03026634382566586, 0.390625, 0.02310536044362292,
57, 413, 0, 0.12106537530266344, 1.5625, 0.09242144177449169,
58, 413, 0, 0.48426150121065376, 6.25, 0.36968576709796674,
59, 1655, 0, 0.48338368580060426, 6.25, 0.36968576709796674,
60, 413, 0, 0.03026634382566586, 0.390625, 0.02310536044362292,
61, 413, 0, 0.12106537530266344, 1.5625, 0.09242144177449169,
62, 413, 0, 0.48426150121065376, 6.25, 0.36968576709796674,
63, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
64, 1655, 0, 1.933534743202417, 25.0, 1.478743068391867,
65, 413, 0, 0.12106537530266344, 1.5625, 0.09242144177449169,
66, 413, 0, 0.48426150121065376, 6.25, 0.36968576709796674,
67, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
68, 413, 0, 7.74818401937046, 100.0, 5.914972273567468,
69, 1655, 0, 7.734138972809668, 100.0, 5.914972273567468,
70, 1655, 0, 0.12084592145015106, 1.5625, 0.09242144177449169,
71, 1655, 0, 0.48338368580060426, 6.25, 0.36968576709796674,
72, 1655, 0, 1.933534743202417, 25.0, 1.478743068391867,
73, 1655, 0, 7.734138972809668, 100.0, 5.914972273567468,
74, 6623, 0, 7.730635663596558, 100.0, 5.914972273567465,
75, 509, 0, 0.006139489194499017, 0.0244140625, 0.004905808477237049,
76, 509, 0, 0.02455795677799607, 0.09765625, 0.019623233908948195,
77, 509, 0, 0.09823182711198428, 0.390625, 0.07849293563579278,
78, 509, 0, 0.3929273084479371, 1.5625, 0.3139717425431711,
79, 2039, 0, 0.392349190779794, 1.5625, 0.3139717425431711,
80, 509, 0, 0.02455795677799607, 0.09765625, 0.019623233908948195,
81, 509, 0, 0.09823182711198428, 0.390625, 0.07849293563579278,
82, 509, 0, 0.3929273084479371, 1.5625, 0.3139717425431711,
83, 509, 0, 1.5717092337917484, 6.25, 1.2558869701726845,
84, 2039, 0, 1.569396763119176, 6.25, 1.2558869701726845,
85, 509, 0, 0.09823182711198428, 0.390625, 0.07849293563579278,
86, 509, 0, 0.3929273084479371, 1.5625, 0.3139717425431711,
87, 509, 0, 1.5717092337917484, 6.25, 1.2558869701726845,
88, 509, 0, 6.286836935166994, 25.0, 5.023547880690738,
89, 2039, 0, 6.277587052476704, 25.0, 5.023547880690738,
90, 509, 0, 0.3929273084479371, 1.5625, 0.3139717425431711,
91, 509, 0, 1.5717092337917484, 6.25, 1.2558869701726845,
92, 509, 0, 6.286836935166994, 25.0, 5.023547880690738,
93, 509, 0, 25.147347740667975, 100.0, 20.09419152276295,
94, 2039, 0, 25.110348209906817, 100.0, 20.09419152276295,
95, 2039, 0, 0.392349190779794, 1.5625, 0.3139717425431711,
96, 2039, 0, 1.569396763119176, 6.25, 1.2558869701726845,
97, 2039, 0, 6.277587052476704, 25.0, 5.023547880690738,
98, 2039, 0, 25.110348209906817, 100.0, 20.09419152276295,
99, 8159, 0, 25.101115332761367, 100.0, 20.09419152276295,
100, 893, 0, 0.013997760358342666, 0.0244140625, 0.012242899118511263,
101, 893, 0, 0.055991041433370664, 0.09765625, 0.04897159647404505,
102, 893, 0, 0.22396416573348266, 0.390625, 0.1958863858961802,
103, 893, 0, 0.8958566629339306, 1.5625, 0.7835455435847208,
104, 3575, 0, 0.8951048951048951, 1.5625, 0.7835455435847208,
105, 893, 0, 0.055991041433370664, 0.09765625, 0.04897159647404505,
106, 893, 0, 0.22396416573348266, 0.390625, 0.1958863858961802,
107, 893, 0, 0.8958566629339306, 1.5625, 0.7835455435847208,
108, 893, 0, 3.5834266517357225, 6.25, 3.1341821743388834,
109, 3575, 0, 3.5804195804195804, 6.25, 3.1341821743388834,
110, 893, 0, 0.22396416573348266, 0.390625, 0.1958863858961802,
111, 893, 0, 0.8958566629339306, 1.5625, 0.7835455435847208,
112, 893, 0, 3.5834266517357225, 6.25, 3.1341821743388834,
113, 893, 0, 14.33370660694289, 25.0, 12.536728697355533,
114, 3575, 0, 14.321678321678322, 25.0, 12.536728697355533,
115, 893, 0, 0.8958566629339306, 1.5625, 0.7835455435847208,
116, 893, 0, 3.5834266517357225, 6.25, 3.1341821743388834,
117, 893, 0, 14.33370660694289, 25.0, 12.536728697355533,
118, 893, 0, 57.33482642777156, 100.0, 50.146914789422134,
119, 3575, 0, 57.28671328671329, 100.0, 50.146914789422134,
120, 3575, 0, 0.8951048951048951, 1.5625, 0.7835455435847208,
