storage_file,operator_name,common_operator_dimensions,data_precision,iterations,random_seed,software_version,date,script_version,repo_version,comment
./add_dataset/add_profiling_results_0205_042913/add_dataset_20260205_042913.csv,add,,FP16,5,0,jax=0.6.0,2026-02-05_04-29-13,v0.0.0,v0.0.1,elementwise_add_dataset n=2000 max_numel=16777216 seed=0 
