LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 413, 0, 0.48426150121065376, 6.25, 0.36968576709796674,
1, 413, 0, 0.7263922518159807, 9.375, 0.5545286506469501,
2, 413, 0, 0.9685230024213075, 12.5, 0.7393715341959335,
3, 413, 0, 1.2106537530266344, 15.625, 0.9242144177449169,
4, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
5, 413, 0, 1.694915254237288, 21.875, 1.2939001848428837,
6, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
7, 429, 0, 0.6993006993006993, 6.25, 0.5385996409335727,
8, 429, 0, 1.048951048951049, 9.375, 0.807899461400359,
9, 429, 0, 1.3986013986013985, 12.5, 1.0771992818671454,
10, 429, 0, 1.7482517482517483, 15.625, 1.3464991023339317,
11, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
12, 429, 0, 2.4475524475524475, 21.875, 1.8850987432675044,
13, 429, 0, 2.797202797202797, 25.0, 2.154398563734291,
14, 445, 0, 0.898876404494382, 6.25, 0.6980802792321117,
15, 445, 0, 1.348314606741573, 9.375, 1.0471204188481675,
16, 445, 0, 1.797752808988764, 12.5, 1.3961605584642234,
17, 445, 0, 2.247191011235955, 15.625, 1.7452006980802792,
18, 445, 0, 2.696629213483146, 18.75, 2.094240837696335,
19, 445, 0, 3.146067415730337, 21.875, 2.4432809773123907,
20, 445, 0, 3.595505617977528, 25.0, 2.7923211169284468,
21, 461, 0, 1.0845986984815619, 6.25, 0.8488964346349746,
22, 461, 0, 1.6268980477223427, 9.375, 1.2733446519524618,
23, 461, 0, 2.1691973969631237, 12.5, 1.697792869269949,
24, 461, 0, 2.7114967462039044, 15.625, 2.122241086587436,
25, 461, 0, 3.2537960954446854, 18.75, 2.5466893039049237,
26, 461, 0, 3.7960954446854664, 21.875, 2.9711375212224107,
27, 461, 0, 4.3383947939262475, 25.0, 3.395585738539898,
28, 477, 0, 1.2578616352201257, 6.25, 0.9917355371900827,
29, 477, 0, 1.8867924528301887, 9.375, 1.487603305785124,
30, 477, 0, 2.5157232704402515, 12.5, 1.9834710743801653,
31, 477, 0, 3.1446540880503147, 15.625, 2.479338842975207,
32, 477, 0, 3.7735849056603774, 18.75, 2.975206611570248,
33, 477, 0, 4.40251572327044, 21.875, 3.4710743801652892,
34, 477, 0, 5.031446540880503, 25.0, 3.9669421487603307,
35, 493, 0, 1.4198782961460445, 6.25, 1.1272141706924315,
36, 493, 0, 2.129817444219067, 9.375, 1.6908212560386473,
37, 493, 0, 2.839756592292089, 12.5, 2.254428341384863,
38, 493, 0, 3.5496957403651117, 15.625, 2.818035426731079,
39, 493, 0, 4.259634888438134, 18.75, 3.3816425120772946,
40, 493, 0, 4.9695740365111565, 21.875, 3.9452495974235107,
41, 493, 0, 5.679513184584178, 25.0, 4.508856682769726,
42, 509, 0, 1.5717092337917484, 6.25, 1.2558869701726845,
43, 509, 0, 2.357563850687623, 9.375, 1.8838304552590266,
44, 509, 0, 3.143418467583497, 12.5, 2.511773940345369,
45, 509, 0, 3.9292730844793713, 15.625, 3.139717425431711,
46, 509, 0, 4.715127701375246, 18.75, 3.767660910518053,
47, 509, 0, 5.50098231827112, 21.875, 4.395604395604396,
48, 509, 0, 6.286836935166994, 25.0, 5.023547880690738,
49, 413, 0, 0.7263922518159807, 9.375, 0.5545286506469501,
50, 413, 0, 1.089588377723971, 14.0625, 0.8317929759704251,
51, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
52, 413, 0, 1.8159806295399517, 23.4375, 1.3863216266173752,
53, 413, 0, 2.179176755447942, 28.125, 1.6635859519408502,
54, 413, 0, 2.542372881355932, 32.8125, 1.9408502772643252,
55, 413, 0, 2.9055690072639226, 37.5, 2.2181146025878005,
56, 429, 0, 1.048951048951049, 9.375, 0.807899461400359,
57, 429, 0, 1.5734265734265733, 14.0625, 1.2118491921005385,
58, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
59, 429, 0, 2.6223776223776225, 23.4375, 2.0197486535008977,
60, 429, 0, 3.1468531468531467, 28.125, 2.423698384201077,
61, 429, 0, 3.6713286713286712, 32.8125, 2.827648114901257,
62, 429, 0, 4.195804195804196, 37.5, 3.231597845601436,
63, 445, 0, 1.348314606741573, 9.375, 1.0471204188481675,
64, 445, 0, 2.0224719101123596, 14.0625, 1.5706806282722512,
65, 445, 0, 2.696629213483146, 18.75, 2.094240837696335,
66, 445, 0, 3.3707865168539324, 23.4375, 2.6178010471204187,
67, 445, 0, 4.044943820224719, 28.125, 3.1413612565445024,
68, 445, 0, 4.719101123595506, 32.8125, 3.664921465968586,
69, 445, 0, 5.393258426966292, 37.5, 4.18848167539267,
70, 461, 0, 1.6268980477223427, 9.375, 1.2733446519524618,
71, 461, 0, 2.4403470715835143, 14.0625, 1.9100169779286926,
72, 461, 0, 3.2537960954446854, 18.75, 2.5466893039049237,
73, 461, 0, 4.0672451193058565, 23.4375, 3.183361629881155,
74, 461, 0, 4.8806941431670285, 28.125, 3.8200339558573853,
75, 461, 0, 5.6941431670282, 32.8125, 4.456706281833616,
76, 461, 0, 6.507592190889371, 37.5, 5.093378607809847,
77, 477, 0, 1.8867924528301887, 9.375, 1.487603305785124,
78, 477, 0, 2.830188679245283, 14.0625, 2.231404958677686,
79, 477, 0, 3.7735849056603774, 18.75, 2.975206611570248,
80, 477, 0, 4.716981132075472, 23.4375, 3.71900826446281,
81, 477, 0, 5.660377358490566, 28.125, 4.462809917355372,
82, 477, 0, 6.60377358490566, 32.8125, 5.206611570247934,
83, 477, 0, 7.547169811320755, 37.5, 5.950413223140496,
84, 493, 0, 2.129817444219067, 9.375, 1.6908212560386473,
85, 493, 0, 3.1947261663286004, 14.0625, 2.536231884057971,
86, 493, 0, 4.259634888438134, 18.75, 3.3816425120772946,
87, 493, 0, 5.324543610547668, 23.4375, 4.2270531400966185,
88, 493, 0, 6.389452332657201, 28.125, 5.072463768115942,
89, 493, 0, 7.454361054766735, 32.8125, 5.917874396135265,
90, 493, 0, 8.519269776876268, 37.5, 6.763285024154589,
91, 509, 0, 2.357563850687623, 9.375, 1.8838304552590266,
92, 509, 0, 3.536345776031434, 14.0625, 2.8257456828885403,
93, 509, 0, 4.715127701375246, 18.75, 3.767660910518053,
94, 509, 0, 5.893909626719057, 23.4375, 4.709576138147567,
95, 509, 0, 7.072691552062868, 28.125, 5.651491365777081,
96, 509, 0, 8.25147347740668, 32.8125, 6.593406593406594,
97, 509, 0, 9.430255402750491, 37.5, 7.535321821036106,
98, 413, 0, 0.9685230024213075, 12.5, 0.7393715341959335,
