LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 413, 0, 0.48426150121065376, 6.25, 0.36968576709796674,
1, 413, 0, 0.7263922518159807, 9.375, 0.5545286506469501,
2, 413, 0, 0.9685230024213075, 12.5, 0.7393715341959335,
3, 413, 0, 1.2106537530266344, 15.625, 0.9242144177449169,
4, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
5, 413, 0, 1.694915254237288, 21.875, 1.2939001848428837,
6, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
7, 413, 0, 0.7263922518159807, 9.375, 0.5545286506469501,
8, 413, 0, 1.089588377723971, 14.0625, 0.8317929759704251,
9, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
10, 413, 0, 1.8159806295399517, 23.4375, 1.3863216266173752,
11, 413, 0, 2.179176755447942, 28.125, 1.6635859519408502,
12, 413, 0, 2.542372881355932, 32.8125, 1.9408502772643252,
13, 413, 0, 2.9055690072639226, 37.5, 2.2181146025878005,
14, 413, 0, 0.9685230024213075, 12.5, 0.7393715341959335,
15, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
16, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
17, 413, 0, 2.4213075060532687, 31.25, 1.8484288354898337,
18, 413, 0, 2.9055690072639226, 37.5, 2.2181146025878005,
19, 413, 0, 3.389830508474576, 43.75, 2.5878003696857674,
20, 413, 0, 3.87409200968523, 50.0, 2.957486136783734,
21, 413, 0, 1.2106537530266344, 15.625, 0.9242144177449169,
22, 413, 0, 1.8159806295399517, 23.4375, 1.3863216266173752,
23, 413, 0, 2.4213075060532687, 31.25, 1.8484288354898337,
24, 413, 0, 3.026634382566586, 39.0625, 2.310536044362292,
25, 413, 0, 3.6319612590799033, 46.875, 2.7726432532347505,
26, 413, 0, 4.237288135593221, 54.6875, 3.234750462107209,
27, 413, 0, 4.842615012106537, 62.5, 3.6968576709796674,
28, 413, 0, 1.4527845036319613, 18.75, 1.1090573012939002,
29, 413, 0, 2.179176755447942, 28.125, 1.6635859519408502,
30, 413, 0, 2.9055690072639226, 37.5, 2.2181146025878005,
31, 413, 0, 3.6319612590799033, 46.875, 2.7726432532347505,
32, 413, 0, 4.358353510895884, 56.25, 3.3271719038817005,
33, 413, 0, 5.084745762711864, 65.625, 3.8817005545286505,
34, 413, 0, 5.811138014527845, 75.0, 4.436229205175601,
35, 413, 0, 1.694915254237288, 21.875, 1.2939001848428837,
36, 413, 0, 2.542372881355932, 32.8125, 1.9408502772643252,
37, 413, 0, 3.389830508474576, 43.75, 2.5878003696857674,
38, 413, 0, 4.237288135593221, 54.6875, 3.234750462107209,
39, 413, 0, 5.084745762711864, 65.625, 3.8817005545286505,
40, 413, 0, 5.932203389830509, 76.5625, 4.5286506469500925,
41, 413, 0, 6.779661016949152, 87.5, 5.175600739371535,
42, 413, 0, 1.937046004842615, 25.0, 1.478743068391867,
43, 413, 0, 2.9055690072639226, 37.5, 2.2181146025878005,
44, 413, 0, 3.87409200968523, 50.0, 2.957486136783734,
45, 413, 0, 4.842615012106537, 62.5, 3.6968576709796674,
46, 413, 0, 5.811138014527845, 75.0, 4.436229205175601,
47, 413, 0, 6.779661016949152, 87.5, 5.175600739371535,
48, 413, 0, 7.74818401937046, 100.0, 5.914972273567468,
49, 429, 0, 0.6993006993006993, 6.25, 0.5385996409335727,
50, 429, 0, 1.048951048951049, 9.375, 0.807899461400359,
51, 429, 0, 1.3986013986013985, 12.5, 1.0771992818671454,
52, 429, 0, 1.7482517482517483, 15.625, 1.3464991023339317,
53, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
54, 429, 0, 2.4475524475524475, 21.875, 1.8850987432675044,
55, 429, 0, 2.797202797202797, 25.0, 2.154398563734291,
56, 429, 0, 1.048951048951049, 9.375, 0.807899461400359,
57, 429, 0, 1.5734265734265733, 14.0625, 1.2118491921005385,
58, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
59, 429, 0, 2.6223776223776225, 23.4375, 2.0197486535008977,
60, 429, 0, 3.1468531468531467, 28.125, 2.423698384201077,
61, 429, 0, 3.6713286713286712, 32.8125, 2.827648114901257,
62, 429, 0, 4.195804195804196, 37.5, 3.231597845601436,
63, 429, 0, 1.3986013986013985, 12.5, 1.0771992818671454,
64, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
65, 429, 0, 2.797202797202797, 25.0, 2.154398563734291,
66, 429, 0, 3.4965034965034967, 31.25, 2.6929982046678633,
67, 429, 0, 4.195804195804196, 37.5, 3.231597845601436,
68, 429, 0, 4.895104895104895, 43.75, 3.7701974865350087,
69, 429, 0, 5.594405594405594, 50.0, 4.308797127468582,
70, 429, 0, 1.7482517482517483, 15.625, 1.3464991023339317,
71, 429, 0, 2.6223776223776225, 23.4375, 2.0197486535008977,
72, 429, 0, 3.4965034965034967, 31.25, 2.6929982046678633,
73, 429, 0, 4.370629370629371, 39.0625, 3.3662477558348294,
74, 429, 0, 5.244755244755245, 46.875, 4.039497307001795,
75, 429, 0, 6.118881118881119, 54.6875, 4.712746858168761,
76, 429, 0, 6.993006993006993, 62.5, 5.385996409335727,
77, 429, 0, 2.097902097902098, 18.75, 1.615798922800718,
78, 429, 0, 3.1468531468531467, 28.125, 2.423698384201077,
79, 429, 0, 4.195804195804196, 37.5, 3.231597845601436,
80, 429, 0, 5.244755244755245, 46.875, 4.039497307001795,
81, 429, 0, 6.293706293706293, 56.25, 4.847396768402154,
82, 429, 0, 7.3426573426573425, 65.625, 5.655296229802514,
83, 429, 0, 8.391608391608392, 75.0, 6.463195691202872,
84, 429, 0, 2.4475524475524475, 21.875, 1.8850987432675044,
85, 429, 0, 3.6713286713286712, 32.8125, 2.827648114901257,
86, 429, 0, 4.895104895104895, 43.75, 3.7701974865350087,
87, 429, 0, 6.118881118881119, 54.6875, 4.712746858168761,
88, 429, 0, 7.3426573426573425, 65.625, 5.655296229802514,
89, 429, 0, 8.566433566433567, 76.5625, 6.597845601436266,
90, 429, 0, 9.79020979020979, 87.5, 7.5403949730700175,
91, 429, 0, 2.797202797202797, 25.0, 2.154398563734291,
92, 429, 0, 4.195804195804196, 37.5, 3.231597845601436,
93, 429, 0, 5.594405594405594, 50.0, 4.308797127468582,
94, 429, 0, 6.993006993006993, 62.5, 5.385996409335727,
95, 429, 0, 8.391608391608392, 75.0, 6.463195691202872,
96, 429, 0, 9.79020979020979, 87.5, 7.5403949730700175,
97, 429, 0, 11.188811188811188, 100.0, 8.617594254937163,
98, 445, 0, 0.898876404494382, 6.25, 0.6980802792321117,
99, 445, 0, 1.348314606741573, 9.375, 1.0471204188481675,
