storage_file,operator_name,common_operator_dimensions,data_precision,iterations,random_seed,software_version,date,script_version,repo_version,comment
./relu_dataset/relu_profiling_results_0205_063537/relu_dataset_20260205_063538.csv,relu,,FP16,5,0,jax=0.6.0,2026-02-05_06-35-38,v0.0.0,v0.0.1,relu_dataset n=2000 max_numel=16777216 seed=0 
