operation_name,input_dim_0,input_dim_1,input_dim_2,size,computation_mean
relu,5588698,1,1,5588698,53.44444639999999
relu,12602084,1,1,12602084,113.9714373
relu,2916611,1,1,2916611,29.281134
relu,2209046,1,1,2209046,22.443580500000003
relu,2841040,1,1,2841040,28.593874899999996
relu,6645130,1,1,6645130,61.99701760000001
relu,7417500,1,1,7417500,69.17670559999999
relu,2052061,1,1,2052061,22.207125199999997
relu,12912145,1,1,12912145,116.63958029999999
relu,263437,1,1,263437,4.230142899999999
relu,3290902,1,1,3290902,32.9325536
relu,13214003,1,1,13214003,119.322875
relu,9724773,1,1,9724773,90.2135536
relu,15050649,1,1,15050649,134.7133035
relu,16395327,1,1,16395327,146.691125
relu,7289820,1,1,7289820,67.8687143
relu,14194803,1,1,14194803,128.1653034
relu,2807273,1,1,2807273,28.1851518
relu,12359153,1,1,12359153,112.71768770000001
relu,7386601,1,1,7386601,70.22687499999999
relu,8754907,1,1,8754907,81.29657139999999
relu,5589535,1,1,5589535,53.4394108
relu,14469377,1,1,14469377,130.5535714
relu,6440606,1,1,6440606,60.10300880000001
relu,12029948,1,1,12029948,109.72112469999999
relu,3859176,1,1,3859176,38.386455299999994
relu,2142718,1,1,2142718,21.870705299999994
relu,926739,1,1,926739,10.658428699999998
relu,15153578,1,1,15153578,135.7091339
relu,6767524,1,1,6767524,63.14768730000001
relu,3989968,1,1,3989968,39.636812400000004
relu,16679488,1,1,16679488,149.29227660000004
relu,13353108,1,1,13353108,120.5860001
relu,8606030,1,1,8606030,79.9815806
relu,6953552,1,1,6953552,66.14700930000001
relu,1412690,1,1,1412690,15.605991200000002
relu,7244213,1,1,7244213,67.5521785
relu,4910842,1,1,4910842,47.1156072
relu,3510790,1,1,3510790,35.105839100000004
relu,6642773,1,1,6642773,63.17146419999999
relu,15381622,1,1,15381622,137.6643302
relu,12684648,1,1,12684648,114.6035714
relu,12134696,1,1,12134696,110.77784799999999
relu,5077939,1,1,5077939,48.571580299999994
relu,3514702,1,1,3514702,35.214723199999995
relu,16371255,1,1,16371255,146.5242859
relu,4979546,1,1,4979546,47.63214270000001
relu,13619975,1,1,13619975,123.0214286
relu,14201541,1,1,14201541,128.15915179999996
relu,16623065,1,1,16623065,148.63058940000005
relu,10819973,1,1,10819973,98.8642946
relu,16724901,1,1,16724901,149.61285730000003
relu,16731804,1,1,16731804,149.6678393
relu,6777704,1,1,6777704,63.2573127
relu,7340808,1,1,7340808,68.3917411
relu,325635,1,1,325635,4.956544600000001
relu,11415900,1,1,11415900,104.30115169999999
relu,10679015,1,1,10679015,97.6874285
relu,10798652,1,1,10798652,98.68541969999998
relu,1190118,1,1,1190118,13.305178699999999
relu,4978367,1,1,4978367,47.73030369999999
relu,8619527,1,1,8619527,80.1033838
relu,5231316,1,1,5231316,50.069964399999996
relu,12717302,1,1,12717302,114.9627054
relu,9877833,1,1,9877833,91.58856260000002
relu,15785058,1,1,15785058,141.2637231
relu,2226643,1,1,2226643,22.6522588
relu,2840153,1,1,2840153,28.590000100000005
relu,1322576,1,1,1322576,14.6391339
relu,2226494,1,1,2226494,22.6629733
relu,7552790,1,1,7552790,70.38100890000001
relu,4378658,1,1,4378658,42.1114464
relu,1363385,1,1,1363385,15.078973199999998
relu,10081372,1,1,10081372,93.4434553
relu,512885,1,1,512885,7.237580400000001
relu,15052153,1,1,15052153,134.7444464
relu,11092907,1,1,11092907,101.3527321
relu,5391864,1,1,5391864,51.618134
relu,4993554,1,1,4993554,47.832723099999995
relu,15459705,1,1,15459705,138.4026966
relu,12459495,1,1,12459495,113.61802660000001
relu,12825597,1,1,12825597,115.93330370000001
relu,1128034,1,1,1128034,12.7371338
relu,3041605,1,1,3041605,30.5095985
relu,2562153,1,1,2562153,25.874142800000005
relu,14306492,1,1,14306492,128.9470179
relu,6915731,1,1,6915731,65.7756965
relu,9719516,1,1,9719516,88.9332947
relu,14020406,1,1,14020406,126.38986599999998
relu,16180403,1,1,16180403,144.7285803
relu,13038209,1,1,13038209,117.78785740000001
relu,7837346,1,1,7837346,72.9052679
relu,687255,1,1,687255,9.336009
relu,8077,1,1,8077,0.9806965999999999
relu,6105864,1,1,6105864,58.216134
relu,10148272,1,1,10148272,92.83114259999999
relu,8538241,1,1,8538241,79.3424288
relu,11163084,1,1,11163084,102.0074378
relu,2201871,1,1,2201871,22.4404288
relu,16559449,1,1,16559449,148.14229440000003
relu,8791514,1,1,8791514,81.69953579999999
relu,10160446,1,1,10160446,92.89898219999999
relu,13692664,1,1,13692664,123.62431240000001
relu,12890262,1,1,12890262,116.469607
relu,12874146,1,1,12874146,116.4010176
relu,2089058,1,1,2089058,22.6027142
relu,5496063,1,1,5496063,52.544000000000004
relu,4272178,1,1,4272178,41.097142999999996
relu,8017889,1,1,8017889,74.53214299999999
relu,9633087,1,1,9633087,89.35756269999999
relu,11208008,1,1,11208008,102.47400880000002
relu,1863179,1,1,1863179,20.246875199999998
relu,1205740,1,1,1205740,13.538276999999999
relu,16150769,1,1,16150769,144.480723
relu,14021258,1,1,14021258,126.63600900000002
relu,4727984,1,1,4727984,45.4495626
relu,16503109,1,1,16503109,147.61998220000004
relu,2738701,1,1,2738701,27.5929733
relu,5079261,1,1,5079261,48.715464299999994
relu,11837059,1,1,11837059,108.10358950000003
relu,13795576,1,1,13795576,124.5939909
relu,1180438,1,1,1180438,13.212134099999997
relu,15645726,1,1,15645726,139.92071430000001
relu,12974929,1,1,12974929,117.24099110000002
relu,15397537,1,1,15397537,137.80817859999996
relu,1578163,1,1,1578163,17.327312499999998
relu,3405121,1,1,3405121,34.027875
relu,15800420,1,1,15800420,141.4364375
relu,5079060,1,1,5079060,48.63825919999999
relu,678742,1,1,678742,9.3212948
relu,1089361,1,1,1089361,12.2431252
relu,4452739,1,1,4452739,42.7809731
relu,10868662,1,1,10868662,99.34826809999998
relu,3533041,1,1,3533041,35.2744553
relu,11632248,1,1,11632248,106.22429459999998
relu,6542230,1,1,6542230,62.35401770000001
relu,12865242,1,1,12865242,116.2675714
relu,16452399,1,1,16452399,147.1917055
relu,3724439,1,1,3724439,37.1352678
relu,2018663,1,1,2018663,21.923151600000004
relu,15676242,1,1,15676242,140.25256270000003
relu,11336881,1,1,11336881,103.566134
relu,4171615,1,1,4171615,41.3807143
relu,9945077,1,1,9945077,92.2205893
relu,4265075,1,1,4265075,41.1175628
relu,13007231,1,1,13007231,117.5665716
relu,9858411,1,1,9858411,91.4468572
relu,4078622,1,1,4078622,40.54398189999999
relu,6346065,1,1,6346065,60.441294799999994
relu,1281257,1,1,1281257,14.250178600000002
relu,13154223,1,1,13154223,118.7880447
relu,14917617,1,1,14917617,133.60027680000002
relu,12468211,1,1,12468211,113.7762679
relu,6391367,1,1,6391367,60.88983929999999
relu,15283046,1,1,15283046,136.8402857
relu,11963961,1,1,11963961,109.22157160000002
relu,2527977,1,1,2527977,25.524857199999996
relu,1497901,1,1,1497901,16.482580300000002
relu,1341529,1,1,1341529,14.8719912
relu,16312994,1,1,16312994,145.94758039999996
relu,8569344,1,1,8569344,79.6070179
relu,894427,1,1,894427,10.248134
relu,7247066,1,1,7247066,67.4963035
relu,7705952,1,1,7705952,71.79827689999999
relu,3136542,1,1,3136542,31.340705399999997
relu,14096590,1,1,14096590,127.2785714
relu,10244557,1,1,10244557,93.70974979999998
relu,3806580,1,1,3806580,37.9142943
relu,4888560,1,1,4888560,46.89315190000001
relu,14293190,1,1,14293190,129.0172945
relu,14161867,1,1,14161867,127.78498220000002
relu,2819648,1,1,2819648,28.326410499999998
relu,3515318,1,1,3515318,35.114116100000004
relu,13946605,1,1,13946605,125.86856239999997
relu,2111340,1,1,2111340,21.4561606
relu,3328969,1,1,3328969,33.1992591
relu,13930507,1,1,13930507,125.7612678
relu,5239759,1,1,5239759,50.166571700000006
relu,1030150,1,1,1030150,11.6881515
relu,14989389,1,1,14989389,134.18271430000001
relu,14464857,1,1,14464857,130.46657150000001
relu,13992853,1,1,13992853,126.3581518
relu,1011138,1,1,1011138,11.4203037
relu,16663963,1,1,16663963,149.1137053
relu,10888384,1,1,10888384,99.56848210000001
relu,8475378,1,1,8475378,78.743
relu,2635317,1,1,2635317,26.5351429
relu,11828039,1,1,11828039,107.9723036
relu,2359866,1,1,2359866,24.0571605
relu,4072770,1,1,4072770,40.484268
relu,12054541,1,1,12054541,110.0524465
relu,985746,1,1,985746,11.1843125
relu,11591215,1,1,11591215,105.8732945
relu,11672840,1,1,11672840,106.47516060000001
relu,5969591,1,1,5969591,56.9645983
relu,334345,1,1,334345,5.1447324000000005
relu,7734080,1,1,7734080,72.03428579999999
relu,12274295,1,1,12274295,111.9842679
relu,2366179,1,1,2366179,24.002419600000003
relu,4808053,1,1,4808053,46.08740160000001
relu,6978586,1,1,6978586,66.33171430000002
relu,108452,1,1,108452,2.3211874999999997
relu,6871639,1,1,6871639,65.3627141
relu,4133508,1,1,4133508,41.0743124
relu,241075,1,1,241075,3.8922857
relu,9840272,1,1,9840272,91.2534465
relu,12385953,1,1,12385953,112.94829469999999
relu,827118,1,1,827118,9.5582946
relu,7813590,1,1,7813590,74.0918575
relu,4760953,1,1,4760953,45.6808751
relu,6274401,1,1,6274401,59.740553399999996
relu,15235326,1,1,15235326,136.3251609
relu,3771218,1,1,3771218,37.5761607
relu,15995194,1,1,15995194,143.1496963
relu,11557811,1,1,11557811,105.5554377
relu,8664387,1,1,8664387,80.5250179
relu,4367368,1,1,4367368,43.283437500000005
relu,937385,1,1,937385,10.692857100000001
relu,6983353,1,1,6983353,65.1152947
relu,12154754,1,1,12154754,110.94441979999999
relu,11241177,1,1,11241177,102.6727233
relu,15883675,1,1,15883675,142.1144197
relu,9819101,1,1,9819101,91.09112510000001
relu,9943744,1,1,9943744,92.24683940000001
relu,10971768,1,1,10971768,100.2587145
relu,6175544,1,1,6175544,58.88941960000001
relu,2711501,1,1,2711501,27.3438571
relu,3442029,1,1,3442029,34.3649822
relu,10326796,1,1,10326796,95.7031249
relu,5248016,1,1,5248016,50.1914196
relu,12636228,1,1,12636228,114.15873210000002
relu,4930048,1,1,4930048,47.177839299999995
relu,4202223,1,1,4202223,40.3768749
relu,7476513,1,1,7476513,71.02625909999999
relu,10599558,1,1,10599558,96.97044639999999
relu,8148315,1,1,8148315,75.7865892
relu,7940898,1,1,7940898,73.81340180000001
relu,6172151,1,1,6172151,58.891026800000006
relu,9766337,1,1,9766337,90.58185710000001
relu,12497749,1,1,12497749,114.11772339999997
relu,14085660,1,1,14085660,127.1253929
relu,1552083,1,1,1552083,17.1305805
relu,4437031,1,1,4437031,42.582125
relu,689531,1,1,689531,9.399249999999999
relu,13213775,1,1,13213775,119.3325714
relu,2614599,1,1,2614599,26.4391338
relu,2456559,1,1,2456559,24.854142799999998
relu,4429866,1,1,4429866,42.581991099999996
relu,14100637,1,1,14100637,127.24699989999999
relu,10045750,1,1,10045750,91.95341970000001
relu,13983787,1,1,13983787,126.19430360000001
relu,4774242,1,1,4774242,45.8471428
relu,14166304,1,1,14166304,127.89056249999999
relu,10000164,1,1,10000164,92.7509909
relu,11897198,1,1,11897198,108.6471431
relu,2837219,1,1,2837219,28.5601427
relu,8323463,1,1,8323463,77.39487510000001
relu,14925386,1,1,14925386,133.48628580000002
relu,12390177,1,1,12390177,113.08244649999999
relu,1941363,1,1,1941363,21.1014375
relu,12630954,1,1,12630954,114.1699735
relu,13711221,1,1,13711221,123.82000889999999
relu,282784,1,1,282784,4.440142900000001
relu,13999764,1,1,13999764,126.3552948
relu,10759934,1,1,10759934,98.3134286
relu,14807484,1,1,14807484,132.59488400000004
relu,6844778,1,1,6844778,65.10900889999999
relu,12468713,1,1,12468713,113.82471419999999
relu,9841906,1,1,9841906,89.97316049999999
relu,15800365,1,1,15800365,141.4531339
relu,3055349,1,1,3055349,30.6763035
relu,6222945,1,1,6222945,59.3095714
relu,3644524,1,1,3644524,36.3505446
relu,9293580,1,1,9293580,86.2611608
relu,3763423,1,1,3763423,37.5014642
relu,5163317,1,1,5163317,49.40840190000001
relu,14970793,1,1,14970793,133.9908927
relu,13380733,1,1,13380733,120.8513931
relu,6220344,1,1,6220344,59.32558039999999
relu,14150049,1,1,14150049,127.73133030000001
relu,14486002,1,1,14486002,130.7472946
relu,5863208,1,1,5863208,55.92702680000001
relu,8320079,1,1,8320079,77.4248659
relu,15215158,1,1,15215158,136.17657149999997
relu,11421523,1,1,11421523,104.3085893
relu,4783772,1,1,4783772,45.8215266
relu,11924153,1,1,11924153,108.8751339
