kernel_name,event_type,event_name,dur(us)
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),2.012857
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.431428
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.688482
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.432767
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.632858
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.424375
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.628571
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425715
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.551339
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425714
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.428482
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.514375
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.422857
matmul_128x128x128,main,jit_validation_matrix_multiply(15325533450475049593),1.425804
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.685715
matmul_128x128x128,sub,fusion,1.234286
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.055714
matmul_128x128x128,sub,fusion,1.314286
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.055714
matmul_128x128x128,sub,fusion,1.312768
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.545714
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.308661
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.310089
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055715
matmul_128x128x128,sub,fusion,1.542768
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.314286
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.537143
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.312857
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.311429
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055715
matmul_128x128x128,sub,fusion,1.311428
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.430089
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.312857
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.311429
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055625
matmul_128x128x128,sub,fusion,1.314286
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.054375
matmul_128x128x128,sub,fusion,1.311429
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.055714
matmul_128x128x128,sub,fusion,1.394197
matmul_128x128x128,sub,copy-start,0.008571
matmul_128x128x128,sub,copy-done,0.055714
matmul_128x128x128,sub,fusion,1.309911
matmul_128x128x128,sub,copy-start,0.008572
matmul_128x128x128,sub,copy-done,0.055715
matmul_128x128x128,sub,fusion,1.314196
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.47
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062768
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062857
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062857
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062857
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062857
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.105714
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.058571
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.061429
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062857
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.15
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.06
matmul_128x128x192,main,jit_validation_matrix_multiply(16726558830881943098),2.062858
