storage_file,operator_name,common_operator_dimensions,data_precision,iterations,random_seed,software_version,date,script_version,repo_version,comment
./relu_dataset/relu_profiling_results_0202_193859/relu_dataset_20260202_193859.csv,relu,,FP16,5,0,jax=0.6.0,2026-02-02_19-38-59,v0.0.0,v0.0.1,relu_dataset n=2000 max_numel=16777216 seed=0 
